Lat,Lon,Sats,Speed,GPS_Alt,Dist,Time,Alt,AX,AY,AZ,GX,GY,GZ,MX,MY,MZ
36.076224,-79.0083,8,0.92,158.9,-7.3,5144929,-7.3,-7.30289,3.62273,-5.10509,0.68783,0.02947,0.53191,28.95352,0.99386,-5.43701
36.076224,-79.0083,8,0.92,157.7,-7.55,5145129,-7.55,-7.54876,3.29312,-4.49073,0.84574,-0.13775,0.20403,26.17656,-2.28004,-9.95323
36.076224,-79.008298,8,0.43,157.7,-8.69,5145929,-8.69,-8.69312,3.11306,2.09671,0.40729,-0.04215,-0.06063,16.13563,-2.85004,-30.28354
36.076224,-79.008298,8,0.43,157.8,-9.86,5146129,-9.86,-9.86022,3.22911,-2.30309,-0.04597,-0.25351,-0.18662,16.77872,-4.3116,-29.2166
36.076224,-79.00829,8,0.96,157.8,-8.13,5146929,-8.13,-8.13201,6.14716,-6.66042,-0.00657,-0.44899,0.49343,25.41654,-14.45484,-33.96667
36.076224,-79.00829,8,0.96,157.1,-5.94,5147129,-5.94,-5.94377,6.2686,-11.59622,-1.64094,-0.75091,0.84528,25.86963,-14.07483,-31.52587
36.076226,-79.008284,8,0.36,157.1,-8.96,5147929,-8.96,-8.96471,4.5344,-1.38006,-0.07086,-0.177,-0.92622,21.64572,-9.23707,-44.44607
36.076226,-79.008284,8,0.36,156.6,-8.5,5148129,-8.5,-8.49632,5.00399,1.12164,0.17211,0.21701,-0.05421,25.21193,-11.47325,-48.28997
36.076227,-79.008286,8,0.21,156.6,-8.76,5148929,-8.76,-8.75594,4.98066,0.19202,-0.00183,0.00886,-0.00351,24.37884,-10.53785,-47.36919
36.076227,-79.008286,8,0.21,155.5,-8.77,5149129,-8.77,-8.7667,4.95673,0.20518,-0.00489,0.0026,0.00504,24.67115,-10.59632,-47.73458
36.076228,-79.008288,8,0.25,155.5,-8.74,5149929,-8.74,-8.74158,4.97288,0.23689,-0.00626,0.00535,0.00947,24.36422,-10.97632,-47.31073
36.076228,-79.008288,8,0.25,154.9,-8.74,5150129,-8.74,-8.74278,4.97109,0.24945,-0.00748,0.00489,0.00397,24.64192,-10.72786,-46.91611
36.076229,-79.008291,8,0.23,154.9,-8.58,5150929,-8.58,-8.58066,4.9681,0.21416,-0.00672,0.00137,0.00535,24.07191,-10.59632,-47.52996
36.076229,-79.008291,8,0.23,154,-8.74,5151129,-8.74,-8.74397,4.98186,0.24526,-0.00367,0.00458,0.00733,24.51038,-11.25402,-47.16457
36.07623,-79.008291,8,0.14,154,-8.74,5151929,-8.74,-8.73979,4.99262,0.23031,-0.00382,0,0.00199,24.48115,-10.66939,-47.50073
36.07623,-79.008291,8,0.14,153.3,-8.75,5152129,-8.75,-8.75294,4.98664,0.24347,-0.0058,0.00137,0.00519,24.59807,-10.62555,-47.01841
36.07623,-79.008292,8,0.21,153.3,-8.73,5152929,-8.73,-8.73141,4.98066,0.28893,-0.00473,0.00412,0.00351,24.32037,-10.64016,-47.6615
36.07623,-79.008292,8,0.21,152.4,-8.74,5153129,-8.74,-8.74278,4.98784,0.28116,-0.00321,0.00336,0.00367,24.39345,-10.72786,-46.97457
36.07623,-79.008293,8,0.16,152.4,-8.74,5153929,-8.74,-8.73679,4.98784,0.23689,-0.00489,0.00443,0.00626,24.59807,-10.49401,-46.69687
36.07623,-79.008293,8,0.16,151.8,-8.74,5154129,-8.74,-8.74218,4.98365,0.23928,-0.0029,0.00061,0.00779,24.64192,-10.46478,-47.95382
36.076231,-79.008292,8,0.03,151.8,-8.75,5154929,-8.75,-8.74636,4.98006,0.24766,-0.00458,0.00229,0.00611,24.64192,-10.80094,-47.4715
36.076231,-79.008292,8,0.03,151.1,-8.74,5155129,-8.74,-8.7356,5.00698,0.28534,-0.00794,0.00107,0.00565,24.52499,-11.53172,-46.52148
36.076232,-79.008292,8,0.13,151.1,-8.75,5155929,-8.75,-8.74936,4.98305,0.26979,-0.00565,0.00351,0.00473,24.33499,-10.69863,-47.41304
36.076232,-79.008292,8,0.13,150.6,-8.74,5156129,-8.74,-8.74038,4.96451,0.27637,-0.00382,0.00153,0.00611,23.7796,-11.22479,-47.58842
36.076234,-79.008292,8,0.05,150.6,-8.73,5156929,-8.73,-8.73021,4.96989,0.21535,-0.01038,0.00092,0.00702,24.27653,-10.90324,-47.41304
36.076234,-79.008292,8,0.05,150.2,-8.73,5157129,-8.73,-8.73081,4.97587,0.2668,-0.0084,-0.00015,0.00687,24.91961,-10.64016,-47.20842
36.076235,-79.008291,8,0.03,150.2,-8.72,5157929,-8.72,-8.72483,4.98724,0.25783,-0.0055,0.00428,0.00565,24.29114,-11.09325,-48.36305
36.076235,-79.008291,8,0.03,149.8,-8.75,5158129,-8.75,-8.75235,4.99681,0.21296,-0.00779,-0.00046,0.0058,24.8173,-10.88863,-47.67612
