east_m,north_m,vx_pred,vz_pred,vx_std,vz_std,speed_pred,speed_std
5.106204,-289.833265,-0.034256,-0.141374,0.460623,0.256541,0.145465,0.271901
9.203613,-289.833265,-0.038011,-0.141430,0.460693,0.256541,0.146449,0.275096
13.301022,-289.833265,-0.040714,-0.141455,0.460726,0.256541,0.147197,0.277521
17.398431,-289.833265,-0.042606,-0.141466,0.460740,0.256541,0.147743,0.279274
-142.400530,-279.283515,-0.048226,-0.141474,0.460751,0.256541,0.149468,0.284715
-138.303121,-279.283515,-0.048372,-0.141475,0.460750,0.256541,0.149516,0.284859
-134.205712,-279.283515,-0.048386,-0.141476,0.460749,0.256541,0.149521,0.284873
-130.108302,-279.283515,-0.048194,-0.141479,0.460748,0.256541,0.149462,0.284681
-126.010893,-279.283515,-0.047704,-0.141484,0.460743,0.256541,0.149310,0.284192
-121.913484,-279.283515,-0.046808,-0.141496,0.460734,0.256541,0.149038,0.283302
-117.816074,-279.283515,-0.045386,-0.141522,0.460712,0.256541,0.148622,0.281905
-113.718665,-279.283515,-0.043312,-0.141575,0.460664,0.256541,0.148052,0.279898
-109.621256,-279.283515,-0.040458,-0.141682,0.460557,0.256541,0.147345,0.277207
-105.523847,-279.283515,-0.036705,-0.141893,0.460321,0.256541,0.146564,0.273816
-101.426437,-279.283515,-0.031937,-0.142303,0.459808,0.256541,0.145843,0.269807
-97.329028,-279.283515,-0.026012,-0.143073,0.458709,0.256539,0.145418,0.265404
-93.231619,-279.283515,-0.018642,-0.144468,0.456405,0.256531,0.145666,0.261040
-89.134210,-279.283515,-0.009142,-0.146886,0.451694,0.256495,0.147170,0.257532
-85.036800,-279.283515,0.003976,-0.150832,0.442402,0.256341,0.150884,0.256517
-80.939391,-279.283515,0.023334,-0.156761,0.424955,0.255737,0.158489,0.260573
-76.841982,-279.283515,0.052181,-0.164563,0.394461,0.253640,0.172638,0.269576
-72.744572,-279.283515,0.091135,-0.172396,0.346618,0.247532,0.195003,0.272270
-68.647163,-279.283515,0.128968,-0.175472,0.282032,0.233062,0.217768,0.251326
-64.549754,-279.283515,0.135395,-0.165695,0.210565,0.205693,0.213978,0.207657
-60.452345,-279.283515,0.084301,-0.122847,0.175687,0.185485,0.148990,0.182405
-56.354935,-279.283515,0.086323,-0.061692,0.176681,0.186329,0.106102,0.180001
-52.257526,-279.283515,0.164661,-0.067021,0.206789,0.203771,0.177778,0.206363
-48.160117,-279.283515,0.152236,-0.105838,0.280096,0.231541,0.185412,0.265253
-44.062708,-279.283515,0.105766,-0.128157,0.351659,0.247812,0.166164,0.294334
-39.965298,-279.283515,0.061087,-0.136300,0.401474,0.254093,0.149363,0.284120
-35.867889,-279.283515,0.027567,-0.139047,0.430506,0.255946,0.141753,0.264651
-31.770480,-279.283515,0.005417,-0.139975,0.445797,0.256409,0.140079,0.256796
-27.673071,-279.283515,-0.008061,-0.140341,0.453380,0.256513,0.140572,0.257407
-23.575661,-279.283515,-0.016161,-0.140578,0.457048,0.256535,0.141504,0.260147
-19.478252,-279.283515,-0.021537,-0.140799,0.458840,0.256540,0.142436,0.262910
-15.380843,-279.283515,-0.025776,-0.141004,0.459747,0.256541,0.143340,0.265556
-11.283433,-279.283515,-0.029548,-0.141172,0.460224,0.256541,0.144231,0.268218
-7.186024,-279.283515,-0.032994,-0.141294,0.460478,0.256541,0.145095,0.270877
-3.088615,-279.283515,-0.036049,-0.141373,0.460613,0.256541,0.145897,0.273402
1.008794,-279.283515,-0.038636,-0.141420,0.460683,0.256541,0.146603,0.275649
5.106204,-279.283515,-0.040726,-0.141447,0.460719,0.256541,0.147193,0.277534
9.203613,-279.283515,-0.042348,-0.141461,0.460736,0.256541,0.147663,0.279033
13.301022,-279.283515,-0.043563,-0.141468,0.460744,0.256541,0.148023,0.280178
17.398431,-279.283515,-0.044446,-0.141471,0.460748,0.256541,0.148289,0.281020
-142.400530,-268.733764,-0.053130,-0.141473,0.460748,0.256541,0.151121,0.289687
-138.303121,-268.733764,-0.054130,-0.141474,0.460746,0.256541,0.151476,0.290719
-134.205712,-268.733764,-0.054872,-0.141477,0.460743,0.256541,0.151745,0.291489
-130.108302,-268.733764,-0.055139,-0.141484,0.460736,0.256541,0.151849,0.291763
-126.010893,-268.733764,-0.054665,-0.141500,0.460723,0.256541,0.151693,0.291260
-121.913484,-268.733764,-0.053149,-0.141538,0.460694,0.256541,0.151188,0.289671
-117.816074,-268.733764,-0.050270,-0.141618,0.460631,0.256541,0.150276,0.286692
-113.718665,-268.733764,-0.045721,-0.141789,0.460493,0.256541,0.148979,0.282112
-109.621256,-268.733764,-0.039251,-0.142144,0.460195,0.256541,0.147464,0.275962
-105.523847,-268.733764,-0.030747,-0.142864,0.459566,0.256541,0.146135,0.268792
-101.426437,-268.733764,-0.020386,-0.144284,0.458270,0.256538,0.145717,0.261981
-97.329028,-268.733764,-0.008893,-0.147002,0.455665,0.256527,0.147271,0.257533
-93.231619,-268.733764,0.002114,-0.152012,0.450563,0.256485,0.152027,0.256536
-89.134210,-268.733764,0.009948,-0.160800,0.440828,0.256315,0.161108,0.257270
-85.036800,-268.733764,0.011459,-0.175089,0.422838,0.255669,0.175463,0.256614
-80.939391,-268.733764,0.005227,-0.195391,0.391085,0.253378,0.195461,0.253504
-76.841982,-268.733764,-0.004711,-0.217454,0.338957,0.246116,0.217505,0.246168
-72.744572,-268.733764,-0.005759,-0.229465,0.263530,0.226856,0.229538,0.226881
-68.647163,-268.733764,0.016631,-0.215753,0.191975,0.196884,0.216394,0.196855
-64.549754,-268.733764,0.044039,-0.140031,0.183663,0.191290,0.146793,0.190616
-60.452345,-268.733764,0.070238,-0.081927,0.176010,0.185798,0.107914,0.181716
-56.354935,-268.733764,0.154239,-0.062916,0.217589,0.209057,0.166578,0.216393
-52.257526,-268.733764,0.191848,-0.062840,0.294532,0.236196,0.201877,0.289394
-48.160117,-268.733764,0.178088,-0.089772,0.360781,0.249723,0.199435,0.341211
-44.062708,-268.733764,0.139481,-0.114487,0.404919,0.254563,0.180450,0.352201
-39.965298,-268.733764,0.094754,-0.129027,0.431188,0.256016,0.160082,0.328206
-35.867889,-268.733764,0.054878,-0.136109,0.445800,0.256411,0.146755,0.290418
-31.770480,-268.733764,0.023814,-0.139228,0.453485,0.256511,0.141249,0.264146
-27.673071,-268.733764,0.001475,-0.140527,0.457331,0.256535,0.140535,0.256566
-23.575661,-268.733764,-0.013833,-0.141056,0.459174,0.256540,0.141732,0.259219
-19.478252,-268.733764,-0.024064,-0.141274,0.460031,0.256541,0.143309,0.264433
-15.380843,-268.733764,-0.030869,-0.141370,0.460421,0.256541,0.144701,0.269194
-11.283433,-268.733764,-0.035446,-0.141416,0.460599,0.256541,0.145791,0.272881
-7.186024,-268.733764,-0.038593,-0.141441,0.460680,0.256541,0.146612,0.275606
-3.088615,-268.733764,-0.040808,-0.141455,0.460717,0.256541,0.147224,0.277606
1.008794,-268.733764,-0.042396,-0.141464,0.460735,0.256541,0.147680,0.279078
5.106204,-268.733764,-0.043547,-0.141468,0.460743,0.256541,0.148019,0.280163
9.203613,-268.733764,-0.044382,-0.141471,0.460747,0.256541,0.148270,0.280959
13.301022,-268.733764,-0.044986,-0.141473,0.460749,0.256541,0.148453,0.281539
17.398431,-268.733764,-0.045418,-0.141473,0.460750,0.256541,0.148585,0.281957
-142.400530,-258.184013,-0.068681,-0.141460,0.460727,0.256541,0.157252,0.306188
-138.303121,-258.184013,-0.073200,-0.141456,0.460715,0.256541,0.159274,0.311039
-134.205712,-258.184013,-0.077389,-0.141456,0.460696,0.256541,0.161242,0.315506
-130.108302,-258.184013,-0.080597,-0.141467,0.460666,0.256541,0.162815,0.318885
-126.010893,-258.184013,-0.082001,-0.141503,0.460615,0.256541,0.163546,0.320321
-121.913484,-258.184013,-0.080673,-0.141596,0.460521,0.256541,0.162965,0.318837
-117.816074,-258.184013,-0.075668,-0.141809,0.460330,0.256541,0.160734,0.313353
-113.718665,-258.184013,-0.066135,-0.142274,0.459931,0.256541,0.156894,0.302830
-109.621256,-258.184013,-0.051407,-0.143261,0.459083,0.256540,0.152205,0.286962
-105.523847,-258.184013,-0.031052,-0.145314,0.457310,0.256534,0.148594,0.268456
-101.426437,-258.184013,-0.004905,-0.149461,0.453718,0.256511,0.149542,0.256805
-97.329028,-258.184013,0.026729,-0.157515,0.446761,0.256420,0.159766,0.263623
-93.231619,-258.184013,0.062307,-0.172326,0.434015,0.256090,0.183244,0.282450
-89.134210,-258.184013,0.096940,-0.197813,0.412119,0.255013,0.220289,0.292110
-85.036800,-258.184013,0.118894,-0.238698,0.376974,0.251829,0.266669,0.281176
-80.939391,-258.184013,0.110960,-0.299308,0.324252,0.243235,0.319214,0.254398
-76.841982,-258.184013,0.072314,-0.371995,0.251722,0.222378,0.378959,0.223514
-72.744572,-258.184013,0.053579,-0.386531,0.182163,0.189664,0.390226,0.189526
-68.647163,-258.184013,0.164050,-0.222423,0.177464,0.186592,0.276377,0.183428
-64.549754,-258.184013,0.406447,-0.162446,0.178979,0.188236,0.437707,0.180282
-60.452345,-258.184013,0.501291,-0.173237,0.226289,0.213048,0.530381,0.224914
-56.354935,-258.184013,0.444340,-0.148028,0.299581,0.237236,0.468349,0.293948
-52.257526,-258.184013,0.348682,-0.136833,0.363243,0.249771,0.374570,0.350232
-48.160117,-258.184013,0.257065,-0.134676,0.406747,0.254575,0.290207,0.379171
-44.062708,-258.184013,0.178507,-0.136035,0.432533,0.256036,0.224434,0.377407
-39.965298,-258.184013,0.115058,-0.138038,0.446621,0.256421,0.179702,0.347231
-35.867889,-258.184013,0.066346,-0.139586,0.453911,0.256514,0.154551,0.302725
-31.770480,-258.184013,0.030546,-0.140528,0.457532,0.256536,0.143810,0.268860
-27.673071,-258.184013,0.005180,-0.141028,0.459273,0.256540,0.141123,0.256921
-23.575661,-258.184013,-0.012267,-0.141272,0.460086,0.256541,0.141803,0.258660
-19.478252,-258.184013,-0.023992,-0.141384,0.460457,0.256541,0.143405,0.264397
-15.380843,-258.184013,-0.031740,-0.141434,0.460622,0.256541,0.144951,0.269873
-11.283433,-258.184013,-0.036805,-0.141455,0.460695,0.256541,0.146165,0.274040
-7.186024,-258.184013,-0.040099,-0.141465,0.460727,0.256541,0.147038,0.276957
-3.088615,-258.184013,-0.042240,-0.141470,0.460740,0.256541,0.147641,0.278931
1.008794,-258.184013,-0.043638,-0.141472,0.460746,0.256541,0.148049,0.280248
5.106204,-258.184013,-0.044556,-0.141473,0.460749,0.256541,0.148323,0.281125
9.203613,-258.184013,-0.045163,-0.141473,0.460750,0.256541,0.148507,0.281710
13.301022,-258.184013,-0.045567,-0.141474,0.460751,0.256541,0.148631,0.282101
17.398431,-258.184013,-0.045838,-0.141474,0.460751,0.256541,0.148714,0.282364
-142.400530,-247.634262,-0.112609,-0.141352,0.460555,0.256541,0.180724,0.350163
-138.303121,-247.634262,-0.129498,-0.141292,0.460448,0.256541,0.191659,0.364085
-134.205712,-247.634262,-0.146858,-0.141224,0.460301,0.256541,0.203743,0.376432
-130.108302,-247.634262,-0.162758,-0.141169,0.460104,0.256541,0.215451,0.386089
-126.010893,-247.634262,-0.174600,-0.141173,0.459835,0.256541,0.224533,0.392271
-121.913484,-247.634262,-0.179315,-0.141324,0.459451,0.256540,0.228311,0.394246
-117.816074,-247.634262,-0.173814,-0.141780,0.458848,0.256540,0.224305,0.390791
-113.718665,-247.634262,-0.155711,-0.142827,0.457780,0.256538,0.211295,0.379314
-109.621256,-247.634262,-0.124137,-0.145005,0.455702,0.256530,0.190883,0.354687
-105.523847,-247.634262,-0.080203,-0.149388,0.451506,0.256498,0.169557,0.310939
-101.426437,-247.634262,-0.026746,-0.158180,0.443094,0.256361,0.160425,0.263347
-97.329028,-247.634262,0.032393,-0.175666,0.426751,0.255798,0.178628,0.263192
-93.231619,-247.634262,0.092380,-0.208928,0.396535,0.253641,0.228440,0.282006
-89.134210,-247.634262,0.147082,-0.265721,0.345000,0.246432,0.303712,0.272765
-85.036800,-247.634262,0.194661,-0.342168,0.270430,0.227877,0.393665,0.238982
-80.939391,-247.634262,0.226754,-0.388358,0.199130,0.199694,0.449710,0.199551
-76.841982,-247.634262,0.145554,-0.365904,0.174915,0.184983,0.393791,0.183640
-72.744572,-247.634262,0.187127,-0.352941,0.189264,0.195676,0.399479,0.194287
-68.647163,-247.634262,0.405204,-0.263819,0.219686,0.210892,0.483519,0.217105
-64.549754,-247.634262,0.608863,-0.172969,0.284667,0.234015,0.632955,0.281199
-60.452345,-247.634262,0.660144,-0.146111,0.343571,0.247207,0.676120,0.339680
-56.354935,-247.634262,0.576512,-0.145439,0.388280,0.253159,0.594575,0.381544
-52.257526,-247.634262,0.443039,-0.145647,0.418859,0.255474,0.466365,0.405829
-48.160117,-247.634262,0.313869,-0.144327,0.437864,0.256238,0.345462,0.411972
-44.062708,-247.634262,0.208487,-0.142973,0.448840,0.256462,0.252800,0.397565
-39.965298,-247.634262,0.129233,-0.142129,0.454809,0.256522,0.192099,0.360055
-35.867889,-247.634262,0.072308,-0.141717,0.457892,0.256537,0.159097,0.309072
-31.770480,-247.634262,0.032620,-0.141547,0.459417,0.256540,0.145257,0.270441
-27.673071,-247.634262,0.005547,-0.141488,0.460144,0.256541,0.141597,0.256977
-23.575661,-247.634262,-0.012602,-0.141472,0.460481,0.256541,0.142032,0.258775
-19.478252,-247.634262,-0.024595,-0.141470,0.460633,0.256541,0.143592,0.264778
-15.380843,-247.634262,-0.032423,-0.141471,0.460700,0.256541,0.145139,0.270409
-11.283433,-247.634262,-0.037482,-0.141472,0.460729,0.256541,0.146353,0.274626
-7.186024,-247.634262,-0.040724,-0.141473,0.460742,0.256541,0.147218,0.277528
-3.088615,-247.634262,-0.042791,-0.141473,0.460747,0.256541,0.147803,0.279447
1.008794,-247.634262,-0.044103,-0.141474,0.460749,0.256541,0.148189,0.280691
5.106204,-247.634262,-0.044934,-0.141474,0.460750,0.256541,0.148438,0.281489
9.203613,-247.634262,-0.045461,-0.141474,0.460751,0.256541,0.148599,0.281998
13.301022,-247.634262,-0.045795,-0.141474,0.460751,0.256541,0.148701,0.282323
17.398431,-247.634262,-0.046008,-0.141474,0.460751,0.256541,0.148767,0.282530
-142.400530,-237.084511,-0.218258,-0.140680,0.459337,0.256540,0.259668,0.410340
-138.303121,-237.084511,-0.271882,-0.140159,0.458467,0.256537,0.305882,0.424121
-134.205712,-237.084511,-0.331029,-0.139450,0.457292,0.256531,0.359203,0.433033
-130.108302,-237.084511,-0.390485,-0.138611,0.455799,0.256522,0.414357,0.438027
-126.010893,-237.084511,-0.442637,-0.137813,0.453956,0.256505,0.463594,0.440090
-121.913484,-237.084511,-0.477654,-0.137401,0.451718,0.256480,0.497024,0.439867
-117.816074,-237.084511,-0.484136,-0.137975,0.449053,0.256446,0.503413,0.437540
-113.718665,-237.084511,-0.451610,-0.140418,0.445797,0.256410,0.472936,0.432448
-109.621256,-237.084511,-0.375908,-0.145758,0.441093,0.256351,0.403178,0.421572
-105.523847,-237.084511,-0.265001,-0.154812,0.432718,0.256158,0.306908,0.395345
-101.426437,-237.084511,-0.139980,-0.167927,0.417041,0.255496,0.218618,0.331392
-97.329028,-237.084511,-0.026843,-0.186197,0.389304,0.253411,0.188122,0.256896
-93.231619,-237.084511,0.062215,-0.215822,0.343605,0.247171,0.224610,0.255861
-89.134210,-237.084511,0.140180,-0.269212,0.276840,0.231278,0.303522,0.241718
-85.036800,-237.084511,0.181050,-0.344974,0.206822,0.204758,0.389597,0.205205
-80.939391,-237.084511,0.065233,-0.359286,0.183598,0.191911,0.365160,0.191651
-76.841982,-237.084511,-0.005117,-0.348529,0.176295,0.186235,0.348566,0.186233
-72.744572,-237.084511,0.159658,-0.376597,0.204974,0.203613,0.409042,0.203821
-68.647163,-237.084511,0.367326,-0.375233,0.275159,0.232921,0.525098,0.254468
-64.549754,-237.084511,0.497353,-0.334706,0.333718,0.247079,0.599490,0.309325
-60.452345,-237.084511,0.519211,-0.271695,0.379036,0.252975,0.586002,0.355727
-56.354935,-237.084511,0.461729,-0.216541,0.412476,0.255378,0.509984,0.388871
-52.257526,-237.084511,0.367401,-0.180497,0.434320,0.256213,0.409344,0.405859
-48.160117,-237.084511,0.268264,-0.160431,0.447119,0.256458,0.312576,0.405682
-44.062708,-237.084511,0.181435,-0.150260,0.454039,0.256522,0.235577,0.386073
-39.965298,-237.084511,0.112781,-0.145405,0.457566,0.256537,0.184017,0.346026
-35.867889,-237.084511,0.061906,-0.143184,0.459284,0.256541,0.155994,0.297774
-31.770480,-237.084511,0.025826,-0.142200,0.460092,0.256541,0.144527,0.265464
-27.673071,-237.084511,0.001022,-0.141776,0.460461,0.256541,0.141780,0.256556
-23.575661,-237.084511,-0.015644,-0.141598,0.460625,0.256541,0.142459,0.259959
-19.478252,-237.084511,-0.026649,-0.141524,0.460697,0.256541,0.144011,0.266135
-15.380843,-237.084511,-0.033816,-0.141494,0.460728,0.256541,0.145479,0.271527
-11.283433,-237.084511,-0.038433,-0.141482,0.460742,0.256541,0.146609,0.275461
-7.186024,-237.084511,-0.041380,-0.141477,0.460747,0.256541,0.147404,0.278130
-3.088615,-237.084511,-0.043248,-0.141475,0.460749,0.256541,0.147938,0.279878
1.008794,-237.084511,-0.044425,-0.141475,0.460750,0.256541,0.148286,0.280999
5.106204,-237.084511,-0.045163,-0.141474,0.460751,0.256541,0.148508,0.281709
9.203613,-237.084511,-0.045624,-0.141474,0.460751,0.256541,0.148649,0.282156
13.301022,-237.084511,-0.045912,-0.141474,0.460751,0.256541,0.148737,0.282436
17.398431,-237.084511,-0.046091,-0.141474,0.460751,0.256541,0.148793,0.282611
-142.400530,-226.534760,-0.412618,-0.137776,0.453044,0.256492,0.435012,0.437332
-138.303121,-226.534760,-0.551714,-0.134608,0.447160,0.256386,0.567897,0.438647
-134.205712,-226.534760,-0.714174,-0.129721,0.438918,0.256139,0.725859,0.434272
-130.108302,-226.534760,-0.885214,-0.123225,0.428907,0.255692,0.893750,0.426271
-126.010893,-226.534760,-1.043925,-0.115956,0.417759,0.255030,1.050345,0.416159
-121.913484,-226.534760,-1.169070,-0.109196,0.404910,0.254003,1.174159,0.403847
-117.816074,-226.534760,-1.235392,-0.104955,0.389865,0.252391,1.239843,0.389052
-113.718665,-226.534760,-1.201155,-0.107458,0.376163,0.250886,1.205953,0.375333
-109.621256,-226.534760,-1.025971,-0.122050,0.369042,0.250884,1.033205,0.367655
-105.523847,-226.534760,-0.725618,-0.151573,0.360914,0.250795,0.741280,0.356991
-101.426437,-226.534760,-0.373156,-0.195264,0.332874,0.245643,0.421157,0.316160
-97.329028,-226.534760,-0.071190,-0.228235,0.279936,0.231555,0.239080,0.236246
-93.231619,-226.534760,0.043768,-0.179677,0.223697,0.211604,0.184931,0.212300
-89.134210,-226.534760,-0.025010,-0.114518,0.190180,0.195741,0.117217,0.195491
-85.036800,-226.534760,-0.037756,-0.153088,0.178384,0.187826,0.157676,0.187297
-80.939391,-226.534760,-0.068433,-0.223056,0.185690,0.193215,0.233317,0.192580
-76.841982,-226.534760,-0.056036,-0.494892,0.182597,0.191057,0.498055,0.190952
-72.744572,-226.534760,0.426360,-0.794716,0.185981,0.193083,0.901863,0.191519
-68.647163,-226.534760,0.801747,-0.904754,0.182962,0.191604,1.208875,0.187852
-64.549754,-226.534760,0.815615,-0.703503,0.245432,0.219296,1.077100,0.234639
-60.452345,-226.534760,0.679753,-0.457530,0.335164,0.244381,0.819388,0.309727
-56.354935,-226.534760,0.514988,-0.299502,0.395622,0.253409,0.595747,0.364950
-52.257526,-226.534760,0.366663,-0.215512,0.429166,0.255835,0.425309,0.392042
-48.160117,-226.534760,0.247567,-0.174751,0.446146,0.256395,0.303030,0.393336
-44.062708,-226.534760,0.157645,-0.156006,0.454240,0.256513,0.221788,0.369865
-39.965298,-226.534760,0.092424,-0.147687,0.457930,0.256536,0.174223,0.326043
-35.867889,-226.534760,0.046497,-0.144088,0.459556,0.256541,0.151404,0.282001
-31.770480,-226.534760,0.014904,-0.142559,0.460253,0.256541,0.143336,0.259600
-27.673071,-226.534760,-0.006421,-0.141920,0.460547,0.256541,0.142065,0.257123
-23.575661,-226.534760,-0.020589,-0.141656,0.460668,0.256541,0.143144,0.262378
-19.478252,-226.534760,-0.029878,-0.141547,0.460718,0.256541,0.144666,0.268440
-15.380843,-226.534760,-0.035901,-0.141503,0.460738,0.256541,0.145987,0.273260
-11.283433,-226.534760,-0.039768,-0.141486,0.460746,0.256541,0.146969,0.276656
-7.186024,-226.534760,-0.042233,-0.141479,0.460749,0.256541,0.147648,0.278922
-3.088615,-226.534760,-0.043791,-0.141476,0.460750,0.256541,0.148098,0.280394
1.008794,-226.534760,-0.044772,-0.141475,0.460751,0.256541,0.148390,0.281332
5.106204,-226.534760,-0.045385,-0.141474,0.460751,0.256541,0.148576,0.281924
9.203613,-226.534760,-0.045767,-0.141474,0.460751,0.256541,0.148693,0.282295
13.301022,-226.534760,-0.046004,-0.141474,0.460751,0.256541,0.148766,0.282526
17.398431,-226.534760,-0.046151,-0.141474,0.460751,0.256541,0.148812,0.282670
-142.400530,-215.985010,-0.605715,-0.131961,0.437449,0.256126,0.619923,0.430886
-138.303121,-215.985010,-0.859783,-0.121410,0.413411,0.254776,0.868313,0.410897
-134.205712,-215.985010,-1.180893,-0.101835,0.372216,0.250108,1.185275,0.371461
-130.108302,-215.985010,-1.531038,-0.071366,0.315195,0.238388,1.532700,0.315049
-126.010893,-215.985010,-1.812751,-0.038835,0.263566,0.222577,1.813167,0.263548
-121.913484,-215.985010,-1.948395,-0.021453,0.236458,0.215405,1.948513,0.236456
-117.816074,-215.985010,-1.984716,-0.013346,0.205978,0.204231,1.984761,0.205978
-113.718665,-215.985010,-1.918688,-0.014063,0.184503,0.193333,1.918740,0.184503
-109.621256,-215.985010,-1.576746,-0.040478,0.219435,0.212443,1.577265,0.219431
-105.523847,-215.985010,-1.045624,-0.050301,0.260014,0.231938,1.046833,0.259953
-101.426437,-215.985010,-0.637918,0.013918,0.240022,0.222963,0.638070,0.240014
-97.329028,-215.985010,-0.453554,0.146358,0.193505,0.198530,0.476583,0.193984
-93.231619,-215.985010,-0.359071,0.264612,0.185933,0.193316,0.446040,0.188564
-89.134210,-215.985010,-0.158425,0.135983,0.191113,0.196626,0.208781,0.193471
-85.036800,-215.985010,0.081831,-0.081997,0.204134,0.205848,0.115844,0.204995
-80.939391,-215.985010,0.182786,-0.228638,0.199019,0.203107,0.292722,0.201523
-76.841982,-215.985010,0.237333,-0.303492,0.226772,0.214319,0.385272,0.219128
-72.744572,-215.985010,0.400011,-0.387120,0.281029,0.231962,0.556660,0.258465
-68.647163,-215.985010,0.547444,-0.412682,0.334696,0.244906,0.685566,0.305227
-64.549754,-215.985010,0.566705,-0.363207,0.375944,0.251300,0.673107,0.344340
-60.452345,-215.985010,0.488980,-0.287831,0.407525,0.254467,0.567405,0.374170
-56.354935,-215.985010,0.376437,-0.225061,0.430142,0.255857,0.438586,0.391841
-52.257526,-215.985010,0.267414,-0.184813,0.444542,0.256350,0.325063,0.393677
-48.160117,-215.985010,0.177195,-0.162518,0.452737,0.256495,0.240437,0.376008
-44.062708,-215.985010,0.108459,-0.151233,0.457000,0.256531,0.186104,0.338217
-39.965298,-215.985010,0.058643,-0.145851,0.459070,0.256539,0.157199,0.293227
-35.867889,-215.985010,0.023716,-0.143389,0.460023,0.256541,0.145337,0.264000
-31.770480,-215.985010,-0.000198,-0.142295,0.460444,0.256541,0.142296,0.256542
-27.673071,-215.985010,-0.016280,-0.141821,0.460625,0.256541,0.142752,0.260225
-23.575661,-215.985010,-0.026942,-0.141619,0.460700,0.256541,0.144159,0.266323
-19.478252,-215.985010,-0.033927,-0.141534,0.460731,0.256541,0.145543,0.271610
-15.380843,-215.985010,-0.038458,-0.141499,0.460743,0.256541,0.146632,0.275480
-11.283433,-215.985010,-0.041372,-0.141484,0.460748,0.256541,0.147409,0.278122
-7.186024,-215.985010,-0.043233,-0.141478,0.460750,0.256541,0.147936,0.279863
-3.088615,-215.985010,-0.044412,-0.141476,0.460751,0.256541,0.148283,0.280987
1.008794,-215.985010,-0.045156,-0.141475,0.460751,0.256541,0.148506,0.281703
5.106204,-215.985010,-0.045623,-0.141474,0.460751,0.256541,0.148649,0.282155
9.203613,-215.985010,-0.045914,-0.141474,0.460751,0.256541,0.148738,0.282438
13.301022,-215.985010,-0.046095,-0.141474,0.460751,0.256541,0.148794,0.282615
17.398431,-215.985010,-0.046208,-0.141474,0.460751,0.256541,0.148829,0.282725
-142.400530,-205.435259,-0.534107,-0.132148,0.436438,0.256147,0.550212,0.428107
-138.303121,-205.435259,-0.742850,-0.122413,0.411809,0.254902,0.752868,0.408438
-134.205712,-205.435259,-0.994232,-0.105421,0.370708,0.250805,0.999806,0.369589
-130.108302,-205.435259,-1.243116,-0.081670,0.318073,0.241673,1.245796,0.317784
-126.010893,-205.435259,-1.392263,-0.062115,0.283325,0.233329,1.393648,0.283234
-121.913484,-205.435259,-1.370697,-0.062094,0.283382,0.234910,1.372103,0.283291
-117.816074,-205.435259,-1.221773,-0.079566,0.294475,0.240225,1.224362,0.294267
-113.718665,-205.435259,-0.978474,-0.109216,0.288045,0.239261,0.984551,0.287495
-109.621256,-205.435259,-0.619863,-0.150856,0.246397,0.223777,0.637956,0.245187
-105.523847,-205.435259,-0.157429,-0.167835,0.195973,0.199261,0.230114,0.197729
-101.426437,-205.435259,0.211420,-0.075013,0.178922,0.188351,0.224333,0.180001
-97.329028,-205.435259,0.154277,0.171852,0.180253,0.189183,0.230943,0.185251
-93.231619,-205.435259,-0.050287,0.250224,0.178468,0.187962,0.255227,0.187603
-89.134210,-205.435259,0.131388,-0.118585,0.186831,0.194050,0.176989,0.190106
-85.036800,-205.435259,0.362593,-0.426248,0.194266,0.199317,0.559608,0.197212
-80.939391,-205.435259,0.443202,-0.493286,0.252457,0.223485,0.663143,0.236864
-76.841982,-205.435259,0.421479,-0.390045,0.328984,0.244331,0.574264,0.292987
-72.744572,-205.435259,0.372452,-0.291053,0.382861,0.252699,0.472686,0.339438
-68.647163,-205.435259,0.326903,-0.231656,0.415518,0.255353,0.400662,0.369778
-64.549754,-205.435259,0.281573,-0.197925,0.434656,0.256163,0.344177,0.384900
-60.452345,-205.435259,0.230990,-0.176864,0.445829,0.256417,0.290925,0.386786
-56.354935,-205.435259,0.177171,-0.162822,0.452379,0.256500,0.240625,0.375592
-52.257526,-205.435259,0.125638,-0.153650,0.456199,0.256529,0.198477,0.350473
-48.160117,-205.435259,0.080844,-0.148034,0.458374,0.256538,0.168671,0.314580
-44.062708,-205.435259,0.044728,-0.144834,0.459562,0.256540,0.151583,0.280127
-39.965298,-205.435259,0.017197,-0.143123,0.460180,0.256541,0.144152,0.260558
-35.867889,-205.435259,-0.002928,-0.142255,0.460487,0.256541,0.142285,0.256662
-31.770480,-205.435259,-0.017179,-0.141833,0.460633,0.256541,0.142870,0.260633
-27.673071,-205.435259,-0.027026,-0.141636,0.460700,0.256541,0.144191,0.266379
-23.575661,-205.435259,-0.033700,-0.141545,0.460729,0.256541,0.145502,0.271423
-19.478252,-205.435259,-0.038154,-0.141505,0.460742,0.256541,0.146559,0.275210
-15.380843,-205.435259,-0.041089,-0.141487,0.460747,0.256541,0.147333,0.277860
-11.283433,-205.435259,-0.043003,-0.141480,0.460750,0.256541,0.147871,0.279645
-7.186024,-205.435259,-0.044239,-0.141476,0.460750,0.256541,0.148232,0.280820
-3.088615,-205.435259,-0.045031,-0.141475,0.460751,0.256541,0.148469,0.281582
1.008794,-205.435259,-0.045535,-0.141474,0.460751,0.256541,0.148622,0.282070
5.106204,-205.435259,-0.045855,-0.141474,0.460751,0.256541,0.148720,0.282380
