Lat,Lon,Sats,Speed,GPS_Alt,Dist,Time,Alt,AX,AY,AZ,GX,GY,GZ,MX,MY,MZ
0,0,0,0,0,1.88,203,1.88,1.88375,-2.67757,9.34218,0.13073,-0.46609,-0.447,39.27214,26.35194,-74.43729
0,0,0,0,0,0.65,403,0.65,0.65444,-2.46999,8.23729,0.13149,-0.47174,-0.44608,33.8059,27.52119,-74.33499
0,0,0,0,0,1.01,603,1.01,1.01396,-1.75274,9.42473,0.13057,-0.46869,-0.44456,26.6881,24.8173,-72.82958
0,0,0,0,0,-0.07,803,-0.07,-0.07178,-2.0345,9.11187,0.13241,-0.47281,-0.44624,26.39579,23.44344,-72.58112
0,0,0,0,0,1.57,1003,1.57,1.5673,-2.2331,10.10369,0.13042,-0.47159,-0.44975,28.85121,22.30342,-75.24116
0,0,0,0,0,0.42,1203,0.42,0.41815,-0.0993,8.31027,0.13149,-0.47037,-0.44761,33.32359,17.20257,-77.87196
0,0,0,0,0,2.59,1403,2.59,2.59203,-0.52822,9.23809,0.12935,-0.46838,-0.44547,39.28676,11.67787,-80.02046
0,0,0,0,0,7.61,1603,7.61,7.61396,0.24108,10.39861,0.13103,-0.47464,-0.44761,54.07775,4.00468,-79.36276
0,0,0,0,0,3.75,1803,3.75,3.74656,1.72463,7.90947,0.13073,-0.46914,-0.44731,49.50307,0.07308,-78.73429
0,0,0,0,0,4.55,2003,4.55,4.55474,1.48176,9.82972,0.12996,-0.46976,-0.44654,42.10757,-11.10786,-75.54808
0,0,0,0,0,5.07,2203,5.07,5.07458,1.81376,9.01855,0.13149,-0.46945,-0.44517,47.29611,-22.30342,-68.73721
0,0,0,0,0,2.32,2403,2.32,2.31625,1.92263,7.77249,0.13149,-0.46472,-0.4441,52.09003,-28.04736,-63.98714
0,0,0,0,0,5.74,2603,5.74,5.74337,7.01396,7.10728,0.26603,1.23273,0.67623,59.35399,-35.80824,-49.62
0,0,0,0,0,4.09,2803,4.09,4.08515,4.21496,8.05903,2.1985,-0.96898,-0.4076,59.86554,-30.99971,-57.60012
0,0,0,0,0,5.14,3003,5.14,5.14158,2.74277,7.65105,-1.72768,0.32009,-0.00641,60.45016,-28.38351,-60.56709
0,0,0,0,0,4.57,3203,4.57,4.57388,2.22353,9.1669,-0.0336,-0.16784,0.29627,59.51476,-27.27273,-62.30634
0,0,0,0,0,2.69,3403,2.69,2.69193,2.61954,9.33021,0.73686,-0.25488,0.13408,53.66852,-24.13037,-66.54488
0,0,0,0,0,2.61,3603,2.61,2.60877,0.73161,10.3346,0.38439,-0.13241,-0.0171,51.71003,-19.07337,-71.07571
0,0,0,0,0,1.83,3803,1.83,1.82692,-1.05344,9.58086,0.80222,-0.8937,0.10889,47.39842,-13.88483,-74.23268
0,0,0,0,0,0.93,4003,0.93,0.9344,-0.75972,9.87638,0.37171,-0.00458,-0.1295,42.99912,-9.71938,-75.75271
0,0,0,0,0,1.31,4203,1.31,1.31127,-1.59362,9.74298,0.45082,0.28268,0.50549,43.05759,-5.14469,-78.52967
0,0,0,0,0,1.36,4403,1.36,1.36271,-0.55454,8.44547,-0.04184,0.18051,0.74296,45.67378,-3.99006,-78.25198
0,0,0,0,0,3.11,4603,3.11,3.11306,0.3996,11.80679,0.77244,0.61988,-0.45769,45.90763,-11.38556,-76.13271
0,0,0,0,0,5.57,4803,5.57,5.57468,-4.59242,9.23809,2.92421,0.68386,-1.73165,51.8708,2.95235,-79.04122
0,0,0,0,0,2.24,5003,2.24,2.24387,-3.6658,9.82194,-0.15684,-1.51785,1.82267,42.4145,8.19936,-80.31277
0,0,0,0,0,1.64,5203,1.64,1.64327,-4.62293,8.336,0.29474,0.34285,-0.011,38.51213,11.59018,-79.8597
0,0,0,0,0,4.51,5403,4.51,4.50688,-2.1009,9.60419,1.02106,1.61895,2.6933,48.62613,15.85794,-79.97662
0,0,0,0,0,-0.34,5603,-0.34,-0.33739,-4.0672,9.04965,-3.0641,-3.86922,0.24694,43.45221,18.07951,-80.31277
0,0,0,0,0,2.84,5803,2.84,2.83789,-2.98325,9.25604,-1.19913,-0.86636,0.01237,35.93978,17.67027,-78.89507
0,0,0,0,0,0.7,6003,0.7,0.69811,-5.09253,7.50569,-0.19258,0.02459,0.3149,29.18737,20.62263,-77.14119
0,0,0,0,0,0.23,6203,0.23,0.22911,-4.96511,8.87139,-0.08354,0.41661,0.10354,28.76352,23.51652,-76.19118
0,0,0,0,0,1.89,6403,1.89,1.88674,-5.27139,8.47239,-0.78511,0.50366,0.28054,33.30898,23.25344,-76.4981
0,0,0,0,0,2.75,6603,2.75,2.75474,-4.52243,9.61496,-0.10431,0.20647,0.17853,38.35136,16.82257,-79.01199
0,0,0,0,0,2.76,6803,2.76,2.75833,-3.54616,9.10888,-0.08247,0.11484,0.21121,39.19906,15.52178,-79.66969
0,0,0,0,0,2.6,7003,2.6,2.59502,-3.9015,8.85883,-0.13683,0.02673,0.0869,38.64367,17.21719,-79.61122
0,0,0,0,0,2.68,7203,2.68,2.68475,-4.29691,9.18844,0.36224,-0.04123,-0.01802,38.83368,18.66413,-80.13738
0,0,0,0,0,2.93,7403,2.93,2.93061,-4.401,9.04068,0.24618,-0.01161,0.07575,38.49752,19.89184,-79.6843
