Lat,Lon,Sats,Speed,GPS_Alt,Dist,Time,Alt,AX,AY,AZ,GX,GY,GZ,MX,MY,MZ
36.078989,-79.007963,6,0.13,140,-1.77,85603,-1.77,-1.76949,1.83649,9.95295,-0.02596,0.00535,-0.01023,42.6922,20.72493,-81.89127
36.07899,-79.007968,7,0.06,137.3,-1.79,86603,-1.79,-1.79462,1.82453,9.90389,-0.02337,0.00886,-0.00565,42.18065,20.66647,-81.17509
36.078988,-79.007968,7,0.13,136.5,-1.81,87603,-1.81,-1.80658,1.82513,9.88296,-0.01894,0.01161,-0.01054,43.14528,20.54955,-81.86203
36.07899,-79.007969,7,0.06,137.3,-1.76,88603,-1.76,-1.76411,1.8,9.94995,-0.04078,0.0026,-0.00672,42.25373,19.68723,-81.33587
36.078984,-79.007969,7,0.0,137.3,-1.87,89603,-1.87,-1.87298,1.78923,9.87996,-0.01848,-0.00214,-0.011,42.63373,21.14879,-81.39433
36.07898,-79.007969,7,0.02,136.6,-1.85,90603,-1.85,-1.84546,1.87418,9.83869,-0.02596,0.00596,-0.01069,42.09296,20.52032,-81.89127
36.078983,-79.00797,7,0.07,135.8,-1.81,91603,-1.81,-1.81316,1.80957,9.92782,-0.01604,0.01237,-0.01115,42.63373,20.85647,-81.74511
36.078987,-79.007976,7,0.18,134.7,-1.87,92603,-1.87,-1.87059,1.87896,9.94457,-0.02306,0.00947,-0.00855,42.54604,20.44724,-80.7074
36.078988,-79.007982,7,0.05,134.6,-1.82,93603,-1.82,-1.81974,1.87418,9.91586,-0.02932,0.01329,-0.01161,42.19526,20.27185,-81.11664
36.078983,-79.007987,7,0.22,132.7,-1.84,94603,-1.84,-1.83829,1.87478,9.96551,-0.01924,0.01252,-0.00916,42.34142,20.88571,-82.57819
36.078976,-79.007992,7,0.07,130.1,-1.83,95603,-1.83,-1.8347,1.84427,9.82852,-0.01665,0.0139,-0.01115,42.38527,20.5057,-80.95586
36.078976,-79.007993,7,0.03,129.6,-1.83,96603,-1.83,-1.82812,1.88435,9.90569,-0.02046,0.0139,-0.01023,42.47296,20.63724,-81.35048
36.078971,-79.007993,7,0.01,128.9,-1.84,97603,-1.84,-1.83829,1.86939,9.89911,-0.02611,0.01222,-0.01252,42.67758,20.33031,-81.52587
36.078972,-79.007993,6,0.06,129.1,-1.82,98603,-1.82,-1.81855,1.86042,9.87219,-0.02184,0.01374,-0.00733,42.07834,20.82724,-79.80122
36.078975,-79.007992,6,0.02,129.8,-1.82,99603,-1.82,-1.81675,1.88255,9.93679,-0.02352,0.01176,-0.00687,41.84449,20.52032,-81.33587
36.078974,-79.007989,7,0.05,130.5,-1.83,100603,-1.83,-1.83051,1.90588,9.97987,-0.02688,0.01497,-0.00993,42.23911,20.228,-80.98509
36.078975,-79.007988,7,0.21,130.8,-1.79,101603,-1.79,-1.78983,1.87119,9.95833,-0.03329,0.00473,-0.01191,42.32681,20.98802,-81.16048
36.078977,-79.007987,7,0.26,130,-1.8,102603,-1.8,-1.80359,1.87837,9.96072,-0.02749,0.00733,-0.01374,42.51681,20.60801,-81.67203
36.078976,-79.007985,7,0.15,130.3,-1.82,103603,-1.82,-1.82453,1.86281,9.84706,-0.02535,0.0058,-0.0084,42.6045,20.65186,-81.48203
36.078976,-79.007984,7,0.05,130.7,-1.85,104603,-1.85,-1.85384,1.867,9.9338,-0.02825,0.01298,-0.00886,42.42912,20.38877,-81.68664
36.078975,-79.007984,7,0.02,130.8,-1.86,105603,-1.86,-1.85863,1.88554,9.88176,-0.02749,0.01038,-0.00855,42.63373,20.18416,-81.40895
36.078974,-79.007983,7,0.06,131,-1.84,106603,-1.84,-1.84247,1.87358,9.935,-0.02092,0.01252,-0.00932,42.77989,20.82724,-81.23356
36.07897,-79.007982,7,0.08,130.8,-1.86,107603,-1.86,-1.85922,1.87537,9.93141,-0.02169,0.00672,-0.00916,42.57527,20.84186,-81.59895
36.078965,-79.007981,7,0.07,130.9,2.08,108603,2.08,2.07817,2.77388,13.98066,-0.09957,1.22066,0.22144,43.91991,17.81643,-82.37358
36.078961,-79.007978,7,0.07,131.1,-1.65,109603,-1.65,-1.65165,2.2331,9.81297,-0.05269,0.02184,-0.0113,41.99065,18.3572,-81.9351
36.078958,-79.007977,7,0.07,131.1,-1.71,110603,-1.71,-1.71386,2.32164,9.83809,-0.02352,0.00901,-0.00993,42.19526,18.76644,-82.0228
36.078955,-79.007976,7,0.05,131.4,-1.71,111603,-1.71,-1.71147,2.29831,9.76032,-0.02199,0.01206,-0.00886,41.77141,18.97106,-81.42356
36.078953,-79.007975,7,0.05,131.5,-1.69,112603,-1.69,-1.68694,2.30907,9.78964,-0.01863,0.01222,-0.0142,41.77141,18.38644,-81.64279
36.078951,-79.007975,7,0.08,132.1,-1.67,113603,-1.67,-1.67258,2.29053,9.81057,-0.02764,0.01405,-0.00672,42.04911,18.56182,-81.40895
36.078949,-79.007973,7,0.12,132.7,-1.69,114603,-1.69,-1.69412,2.31147,9.81775,-0.02367,0.01054,-0.00901,41.77141,18.51798,-82.18357
36.078946,-79.00797,7,0.14,133.2,-1.73,115603,-1.73,-1.72762,2.30369,9.94756,-0.02474,0.01329,-0.01268,41.90295,18.38644,-81.2774
36.078946,-79.007969,7,0.05,133.7,-1.69,116603,-1.69,-1.68933,2.29831,9.8686,-0.0252,0.01466,-0.00947,41.62526,17.91874,-80.7074
36.078944,-79.007967,7,0.18,134.6,-1.71,117603,-1.71,-1.70728,2.31865,9.82433,-0.02398,0.00977,-0.01115,41.59602,18.26951,-81.68664
36.078944,-79.007964,7,0.07,135.4,-1.7,118603,-1.7,-1.69591,2.30848,9.8692,-0.02611,0.01374,-0.00947,41.59602,18.13797,-81.74511
36.078945,-79.007965,6,0.06,136.9,-1.68,119603,-1.68,-1.68156,2.31386,9.82732,-0.0223,0.01268,-0.01206,41.8591,17.9772,-81.96434
36.078949,-79.007961,7,0.21,136.7,-1.75,120603,-1.75,-1.74616,2.31745,9.88415,-0.02062,0.00825,-0.00993,41.6691,18.03566,-82.13972
36.078952,-79.00796,6,0.12,137.1,-1.91,121603,-1.91,-1.91067,1.32263,9.94577,-0.10996,-0.0617,-0.01252,41.30371,23.15112,-81.46741
36.078956,-79.00796,6,0.24,137.4,-1.68,122603,-1.68,-1.68455,1.38544,10.05584,-0.02489,0.0087,-0.00855,41.42064,22.62496,-81.29202
36.078957,-79.00796,7,0.13,137.8,-1.68,123603,-1.68,-1.67976,1.50568,10.03251,-0.02321,0.01634,-0.00901,40.93832,22.11342,-81.52587
36.078957,-79.007959,7,0.07,138,-1.65,124603,-1.65,-1.65404,1.66959,9.99662,-0.01955,0.0142,-0.00718,41.09909,22.2888,-81.54048
36.078957,-79.007959,7,0.02,138.1,-1.65,125603,-1.65,-1.65224,1.53021,10.00738,-0.02535,0.01466,-0.00718,41.74218,22.7565,-80.88278
36.078954,-79.007963,7,0.14,139.4,-1.66,126603,-1.66,-1.66301,1.53978,10.0684,-0.02459,0.01451,-0.01161,41.80064,22.46419,-81.5551
36.078952,-79.007963,7,0.17,138.9,-1.66,127603,-1.66,-1.65643,1.5326,9.97807,-0.01878,0.00641,-0.0084,41.61064,22.82958,-80.5174
36.07895,-79.007963,7,0.08,138.6,-1.67,128603,-1.67,-1.6654,1.5344,10.01875,-0.02245,0.01237,-0.00748,41.49371,22.55189,-80.63432
36.078949,-79.007966,7,0.07,138.8,-1.7,129603,-1.7,-1.70369,1.51286,10.01935,-0.0226,0.01084,-0.01054,41.82988,22.47881,-81.21894
36.07894,-79.007978,7,0.09,140.8,-1.68,130603,-1.68,-1.68036,1.52662,10.04028,-0.0197,0.01619,-0.00962,41.46449,22.6542,-81.11664
36.078938,-79.007979,7,0.12,140.5,-1.7,131603,-1.7,-1.69591,1.55474,10.04268,-0.02627,0.0223,-0.00779,41.52295,22.58112,-80.85355
36.078937,-79.007978,7,0.31,139.8,-1.68,132603,-1.68,-1.68335,1.53141,10.02353,-0.02581,0.01115,-0.01252,41.06986,22.49342,-81.01432
36.078936,-79.007981,7,0.08,140.3,-1.66,133603,-1.66,-1.66122,1.49252,9.99243,-0.0307,0.01588,-0.00702,41.33294,22.02572,-81.07278
36.078933,-79.007987,7,0.03,141.4,-1.65,134603,-1.65,-1.64746,1.51884,10.03311,-0.02123,0.01329,-0.01145,41.21602,22.69804,-81.17509
36.078932,-79.007989,7,0.08,141.7,-1.67,135603,-1.67,-1.6684,1.52602,10.00379,-0.02214,0.01451,-0.00932,40.92371,22.5665,-81.80357
36.078929,-79.008001,7,0.05,143.4,-1.67,136603,-1.67,-1.66899,1.54217,10.03789,-0.02856,0.01374,-0.00718,41.14294,22.91727,-80.35662
36.078931,-79.008008,7,0.05,143.6,-1.68,137603,-1.68,-1.67617,1.51226,10.08515,-0.02428,0.01161,-0.0084,41.42064,22.53727,-80.63432
36.07893,-79.008011,7,0.01,144,-1.67,138603,-1.67,-1.6678,1.51525,10.02413,-0.02871,0.01329,-0.00932,40.48524,22.44958,-81.39433
36.07893,-79.008012,7,0.06,144.1,-1.65,139603,-1.65,-1.65344,1.52542,10.07318,-0.02459,0.011,-0.01252,40.8214,22.5665,-80.38585
36.078929,-79.008014,7,0.05,144.5,-1.68,140603,-1.68,-1.68096,1.52602,10.03729,-0.02169,0.00748,-0.01069,41.11371,22.62496,-80.73663
36.078927,-79.008021,7,0.17,146,-1.7,141603,-1.7,-1.69591,1.55892,10.01157,-0.02566,0.01329,-0.00733,41.0114,22.43496,-79.8597
36.078929,-79.008023,7,0.06,145.3,-1.67,142603,-1.67,-1.666,1.53619,10.06122,-0.02428,0.01115,-0.0087,40.85063,23.10728,-80.02046
36.078931,-79.008024,7,0.03,144.9,-1.67,143603,-1.67,-1.67079,1.50808,10.04567,-0.02306,0.01466,-0.00993,41.34756,22.94651,-79.97662
36.078932,-79.008024,7,0.02,144.7,-1.67,144603,-1.67,-1.67438,1.49192,10.06661,-0.02627,0.01283,-0.00962,41.37679,22.80035,-80.94125
36.078932,-79.008025,8,0.1,145.1,-1.68,145603,-1.68,-1.67797,1.5326,10.05584,-0.02398,0.01649,-0.00962,41.37679,23.44344,-80.99971
36.078932,-79.008027,8,0.03,145.6,-1.67,146603,-1.67,-1.67258,1.52961,10.01935,-0.01955,-0.00916,-0.01252,40.64601,22.71266,-81.21894
36.078932,-79.008028,8,0.1,146,-1.66,147603,-1.66,-1.65942,1.50449,10.0361,-0.02611,0.01481,-0.0087,40.79217,24.05729,-79.78661
36.078933,-79.008029,8,0.01,146,-1.83,148603,-1.83,-1.82572,1.49791,10.03969,-0.02611,0.01206,-0.011,41.30371,22.85881,-79.81584
36.078934,-79.008021,8,0.12,144.1,-1.67,149603,-1.67,-1.6672,1.50389,10.02234,-0.02779,0.01558,-0.00901,40.89447,22.8442,-80.48817
36.078936,-79.00802,8,0.14,143.7,-1.69,150603,-1.69,-1.68754,1.50808,10.04627,-0.02581,0.0139,-0.00794,41.2891,23.09266,-80.48817
36.078938,-79.008017,8,0.03,142.9,-1.66,151603,-1.66,-1.66241,1.52722,10.01875,-0.02581,0.0113,-0.01115,41.62526,22.6542,-80.47355
36.078941,-79.008012,8,0.03,141.1,-1.65,152603,-1.65,-1.64566,1.48475,10.02952,-0.02214,0.01176,-0.01084,41.02602,23.10728,-80.63432
36.078943,-79.008007,8,0.03,139.8,-1.64,153603,-1.64,-1.63849,1.52602,10.03071,-0.02245,0.01268,-0.00855,41.40602,22.87343,-80.69278
36.078944,-79.008006,8,0.02,139.1,-1.67,154603,-1.67,-1.66899,1.51286,10.03011,-0.02367,0.01069,-0.01161,41.23063,22.97574,-81.29202
36.078946,-79.008005,8,0.06,138.5,-1.64,155603,-1.64,-1.64267,1.51107,10.05404,-0.02398,0.01206,-0.00825,40.77755,22.80035,-80.38585
36.078947,-79.008006,8,0.05,138.2,-1.66,156603,-1.66,-1.66361,1.52243,10.02234,-0.02169,0.01527,-0.01023,40.85063,23.23882,-80.25431
36.078946,-79.008004,8,0.05,137.8,-1.67,157603,-1.67,-1.66899,1.51346,9.99721,-0.0223,0.01145,-0.00962,41.42064,23.16574,-80.59047
36.078947,-79.008005,8,0.05,137.1,-1.67,158603,-1.67,-1.6684,1.52363,10.04268,-0.02459,0.01115,-0.00702,41.59602,22.77112,-81.52587
36.078948,-79.008005,8,0.05,136.7,-1.68,159603,-1.68,-1.68036,1.50927,10.05943,-0.02917,0.00947,-0.00489,41.65449,22.47881,-80.07893
36.078951,-79.008007,8,0.09,136.3,-1.64,160603,-1.64,-1.64447,1.45783,9.98585,-0.02779,0.0058,-0.00962,41.65449,23.00497,-79.61122
36.078952,-79.008008,8,0.05,135.9,-1.67,161603,-1.67,-1.67139,1.50688,9.95235,-0.01863,0.01008,-0.01084,41.59602,22.71266,-80.47355
36.078954,-79.008008,8,0.03,135.8,-1.64,162603,-1.64,-1.64207,1.532,10.00319,-0.02245,0.00825,-0.00489,41.44987,22.2888,-80.25431
36.078955,-79.008008,8,0.06,135.7,-1.8,163603,-1.8,-1.7988,1.52722,10.04447,-0.02382,0.01145,-0.00794,41.6691,21.98188,-79.93277
36.078958,-79.008006,8,0.14,135.1,-1.68,164603,-1.68,-1.68395,1.52243,10.01516,-0.02581,0.00321,-0.0084,41.97603,22.3765,-80.59047
36.078958,-79.008005,8,0.08,134.8,-1.66,165603,-1.66,-1.66241,1.50509,10.04507,-0.02489,0.00932,-0.00764,41.46449,22.30342,-80.86816
36.078959,-79.008004,8,0.03,134.8,-1.69,166603,-1.69,-1.68694,1.51525,10.03789,-0.02337,0.01023,-0.00916,41.34756,22.01111,-81.54048
36.078959,-79.008002,8,0.03,135.2,-1.53,167603,-1.53,-1.52602,1.51825,10.24966,-0.02917,-0.00641,-0.01023,44.63607,20.08185,-79.04122
36.078962,-79.008,8,0.05,135.7,-1.69,168603,-1.69,-1.68933,1.55593,10.05285,-0.01252,-0.00229,-0.01191,40.45601,24.1596,-86.24671
36.078964,-79.007999,8,0.01,136.3,-1.65,169603,-1.65,-1.64566,1.51107,10.04447,-0.02321,0.01069,-0.00947,41.90295,23.89652,-85.19438
36.078964,-79.007998,8,0.08,136.7,-2.1,170603,-2.1,-2.10269,2.18943,10.63191,0.04734,-0.14691,-0.06674,23.95498,54.72084,-69.01491
36.078965,-79.007997,8,0.15,136.8,-2.17,171603,-2.17,-2.1667,2.0016,9.47378,-0.0336,0.03207,-0.0307,20.95878,56.50394,-64.07483
36.078967,-79.007995,8,0.14,137,-2.02,172603,-2.02,-2.01775,2.08176,9.86561,-0.02795,0.01069,-0.0087,20.63724,56.75241,-63.1102
36.078964,-79.007992,8,0.03,138.4,-1.99,173603,-1.99,-1.99442,2.06261,9.85783,-0.02673,0.01222,-0.01008,20.24262,56.88396,-63.87022
36.078964,-79.007989,8,0.08,139.4,-1.99,174603,-1.99,-1.99023,2.06979,9.8357,-0.02535,0.00962,-0.00916,19.92108,56.63549,-62.74482
36.078963,-79.007988,8,0.14,140.4,-2.01,175603,-2.01,-2.00758,2.07398,9.82972,-0.02382,0.01069,-0.00993,19.97954,56.69395,-63.46098
36.078961,-79.007986,8,0.0,140.9,-2.01,176603,-2.01,-2.01476,2.06261,9.87039,-0.02398,0.01191,-0.0084,19.67261,56.91319,-63.19789
36.078963,-79.007986,8,0.03,140.8,-2,177603,-2,-2.0004,2.08116,9.83091,-0.01726,0.01084,-0.0084,20.41801,55.94855,-63.32943
36.078964,-79.007986,8,0.02,140.7,-1.99,178603,-1.99,-1.99143,2.12004,9.83211,-0.03451,0.00153,-0.00687,20.15493,56.51856,-62.55481
36.078967,-79.007988,8,0.03,140.6,-2.01,179603,-2.01,-2.00877,2.09611,9.81536,-0.02535,0.01222,-0.01008,20.43262,56.50394,-62.86174
36.078969,-79.007991,8,0.02,140.5,-1.84,180603,-1.84,-1.83829,2.11645,9.85963,-0.0255,0.01038,-0.00519,20.38877,56.08009,-63.81175
36.078973,-79.007992,8,0.12,139.9,-1.99,181603,-1.99,-1.98903,2.1003,9.82433,-0.02428,0.01436,-0.00702,20.57878,55.94855,-63.03712
36.078975,-79.007993,8,0.21,139.6,-2.02,182603,-2.02,-2.02074,2.12602,9.8357,-0.03009,0.00932,-0.01176,20.84186,56.35779,-62.68635
36.078975,-79.007993,7,0.05,139.6,-2.01,183603,-2.01,-2.01476,2.1015,9.84527,-0.0255,0.01649,-0.00809,21.22186,56.8401,-62.71558
36.078975,-79.007993,8,0.07,139.9,-1.97,184603,-1.97,-1.97109,2.16132,9.88714,-0.05055,0.00702,-0.00229,20.87109,55.78778,-62.74482
36.078975,-79.007992,8,0.02,140,-2,185603,-2,-1.99621,2.1332,9.84826,-0.02275,0.0113,-0.00687,20.84186,56.4601,-63.16866
36.078973,-79.007991,8,0.08,140.4,-2.03,186603,-2.03,-2.03091,2.14277,9.75913,-0.02963,0.00076,-0.00733,20.47647,56.79626,-62.20403
36.078972,-79.007991,8,0.06,140.3,-2.01,187603,-2.01,-2.00578,2.14935,9.78006,-0.03161,0.01283,-0.00718,20.43262,56.15317,-62.62789
36.078969,-79.007986,8,0.02,140.1,-1.99,188603,-1.99,-1.99083,2.1326,9.82553,-0.03222,0.01023,-0.01145,20.82724,56.81087,-62.70096
