Lat,Lon,Sats,Speed,GPS_Alt,Dist,Time,Alt,AX,AY,AZ,GX,GY,GZ,MX,MY,MZ
36.076338,-79.008591,7,0.07,136.3,9.14,5650803,9.14,9.14477,-2.21336,1.85444,0.00977,0.00764,0.04627,79.42122,21.79187,-59.2663
36.076339,-79.008591,7,0.18,135.5,9.25,5651803,9.25,9.24527,-2.17508,1.81855,-0.01863,-0.00809,-0.00504,79.65507,21.52879,-59.69015
36.076341,-79.00859,7,0.2,135.5,9.24,5652603,9.24,9.23929,-2.39163,1.87059,-0.03543,0.06765,-0.01115,79.43584,21.96726,-60.23093
36.076341,-79.00859,7,0.2,135.1,9.09,5652803,9.09,9.08615,-2.26062,1.71266,-0.02795,0.04459,0.03421,79.24583,21.68956,-60.28939
36.076345,-79.008589,7,0.54,135.1,9.39,5653603,9.39,9.39482,-2.72363,1.25862,-0.30604,0.2781,-0.09942,79.56738,19.92108,-60.88863
36.076345,-79.008589,7,0.54,134.5,9.36,5653803,9.36,9.36012,-2.82712,0.99242,-0.45983,0.16936,-0.18662,79.94738,19.24876,-59.33937
36.076354,-79.008585,7,1.37,133.9,8.41,5654803,8.41,8.41197,-1.87059,-0.56231,-1.09635,0.00901,0.06154,87.34288,4.677,-47.99766
36.07636,-79.008573,7,2.74,132.8,8.76,5655803,8.76,8.76311,-0.55035,-0.1011,-0.89293,-0.09423,0.33445,88.36597,-5.23239,-23.91114
36.076359,-79.008559,7,2.98,132.1,8.53,5656803,8.53,8.53281,-2.29292,0.45763,-0.68799,0.23305,0.10201,84.46361,10.114,-8.56475
36.076357,-79.008552,7,1.43,131.2,8.1,5657803,8.1,8.10449,-3.38405,1.0666,-0.38775,-0.04688,0.12966,83.57205,24.08652,-16.70564
36.076355,-79.008546,7,1.04,131.2,8.68,5658603,8.68,8.67817,-1.48714,3.11964,-0.10293,-0.23045,0.09545,85.74978,20.75417,-18.18182
36.076355,-79.008546,7,1.04,130.3,8.54,5658803,8.54,8.53759,-2.32463,2.27079,0.02673,-0.03253,-0.00137,87.09441,20.98802,-21.7188
36.076352,-79.008538,7,1.53,130,10,5659803,10,10.0008,-1.14317,2.21396,0.11698,0.02046,-0.08216,87.79597,15.05408,-18.09412
36.076352,-79.008525,7,2.38,130.1,7.21,5660803,7.21,7.20718,-1.74257,2.41735,0.1799,-0.47006,0.01329,86.23209,12.93481,-12.62789
36.076354,-79.008516,7,2.13,130.2,9.94,5661803,9.94,9.94038,-1.40937,3.01197,0.41004,0.55329,0.81138,86.64133,10.36247,-14.10406
36.076358,-79.008508,7,1.7,129.2,8.81,5662803,8.81,8.81336,-1.13599,0.64427,0.23503,0.00031,-0.61758,88.62906,9.03245,-18.54721
