Lat,Lon,Sats,Speed,GPS_Alt,Dist,Time,Alt,AX,AY,AZ,GX,GY,GZ,MX,MY,MZ
36.07914,-79.008215,7,0.58,152.3,5.9,803,5.9,5.89831,-1.79402,7.74078,0.13057,-0.46853,-0.44624,52.9962,16.41333,-74.52499
36.07913,-79.008173,8,0.16,146.6,5.87,1803,5.87,5.8678,-1.82572,8.03031,0.1295,-0.4722,-0.44547,53.17159,13.12482,-75.27039
36.079088,-79.008113,9,0.1,138.1,5.72,2803,5.72,5.72244,-1.51525,7.58525,0.00641,0.06231,-0.14432,54.3116,13.18328,-74.04268
36.079067,-79.008081,8,0.07,133.7,6.11,3803,6.11,6.11486,-1.25623,7.77966,-0.02642,0.00825,0.01038,54.44315,11.25402,-73.83806
36.079049,-79.00806,8,1.54,132,4.11,4803,4.11,4.11087,6.2668,5.55255,0.40516,0.09056,0.5226,55.32008,-8.18474,-69.89185
36.079014,-79.008043,8,4.71,130.9,3.47,5803,3.47,3.466,5.87677,7.71865,0.58353,0.20327,-0.18738,53.50774,-1.09617,-73.26805
36.079006,-79.008033,9,0.14,130.7,8.31,6803,8.31,8.31267,1.08814,8.97309,0.92302,-0.55268,-0.87277,60.61093,25.32885,-71.95264
36.078998,-79.008028,9,0.81,131,7.31,7803,7.31,7.31366,4.94238,2.75234,1.45691,-0.84834,0.31246,89.1406,2.7185,-37.34288
36.078992,-79.00802,9,0.1,130.8,5.85,8803,5.85,5.84507,1.53799,8.23729,0.10797,0.15592,-0.00107,80.02046,18.13797,-54.13622
36.078987,-79.008016,9,0.26,130.6,5.71,9803,5.71,5.71107,1.15872,8.58066,0.09041,-0.54245,0.07957,77.52119,18.7226,-56.19702
36.078983,-79.008008,9,0.16,131.5,2.84,10803,2.84,2.83609,-0.39781,9.77049,0.02062,0.02718,0.00367,67.40719,27.02426,-62.1748
36.078975,-79.008002,9,0.31,130.9,1.43,11803,1.43,1.42792,0.61615,10.20658,0.46655,0.03268,-0.58338,64.0456,23.5019,-61.44402
36.078973,-79.008001,9,0.29,130.9,0.8,12803,0.8,0.79561,0.3015,10.26521,0.02138,-0.48182,0.07132,56.12394,23.41421,-63.56329
36.07897,-79.007997,9,0.39,130.9,1.38,13803,1.38,1.38245,2.21037,9.41755,-0.31093,0.31139,-0.23885,55.247,21.79187,-70.79801
36.078966,-79.007987,9,0.09,131.4,4.54,14803,4.54,4.54337,1.92203,8.94736,0.26237,0.14661,-0.23747,65.53639,19.77492,-66.64718
36.078964,-79.007982,9,0.48,131.5,1.39,15803,1.39,1.38784,2.27498,9.96012,0.1069,-0.72571,0.2784,57.01549,19.68723,-67.36334
36.078961,-79.007975,9,0.12,131.2,1.45,16803,1.45,1.45424,3.42233,10.04627,-0.04994,0.14126,-0.12217,51.65156,15.49255,-68.95644
36.078959,-79.007974,9,0.13,131.9,2.06,17803,2.06,2.05603,3.82672,8.9354,-0.27275,-0.53756,-0.20174,54.25314,14.0456,-69.67261
36.078956,-79.007967,9,0.05,132.9,2.38,18803,2.38,2.38206,4.62951,7.70489,-0.24709,0.3091,-0.09774,57.04473,8.74013,-73.76498
36.078956,-79.007965,9,0.83,133,4.21,19803,4.21,4.20897,3.32363,7.88375,0.38164,1.04962,-0.37828,57.2055,13.47559,-71.33879
36.078957,-79.007962,9,0.43,133.3,3.87,20803,3.87,3.87398,5.53819,6.94337,-0.13393,-0.16524,0.44227,65.08331,2.30927,-69.13184
