Lat,Lon,Sats,Speed,GPS_Alt,Dist,Time,Alt,AX,AY,AZ,GX,GY,GZ,MX,MY,MZ
0,0,0,0,0,0.29,224,0.29,0.28893,4.468,10.00858,-0.18754,0.12706,-0.0759,14.27945,-2.87928,-65.33177
0,0,0,0,0,1.68,424,1.68,1.68036,4.79522,3.61974,-0.18784,0.1263,-0.07712,38.00058,-9.89477,-61.9848
0,0,0,0,0,5.97,624,5.97,5.9665,3.97807,-4.31486,-0.18463,0.1321,-0.07743,69.89185,-0.52616,-19.90646
0,0,0,0,0,4.38,824,4.38,4.38066,0.97208,-1.15334,-0.18479,0.12523,-0.07544,68.64952,-5.36393,-29.23122
0,0,0,0,0,7.88,1024,7.88,7.87837,3.92543,-3.76331,-0.18463,0.13088,-0.07773,71.92342,-9.69015,-31.17509
0,0,0,0,0,1.05,1224,1.05,1.05224,3.64008,-12.52583,-0.1857,0.12843,-0.07575,59.13476,-22.02572,7.10319
0,0,0,0,0,2.14,1424,2.14,2.13619,1.76291,-9.74896,-0.18463,0.12737,-0.07712,57.99474,-23.25344,5.72932
0,0,0,0,0,2.09,1624,2.09,2.09312,2.08594,-9.47079,-0.1825,0.13164,-0.07697,58.28705,-23.34113,6.7378
0,0,0,0,0,2.06,1824,2.06,2.06082,2.10209,-9.27877,-0.18295,0.13195,-0.07529,57.54166,-23.38498,6.67933
36.078915,-79.008122,6,0.17,131,2.05,2024,2.05,2.04826,2.0991,-9.39542,-0.18738,0.13073,-0.07575,57.17626,-22.87343,6.4601
0,0,0,0,0,2.01,2224,2.01,2.00937,2.12602,-9.4355,-0.18448,0.13241,-0.07529,56.75241,-23.07805,6.24087
0,0,0,0,0,1.61,2424,1.61,1.60678,2.09073,-9.17827,-0.05773,0.02214,0.10354,55.53931,-23.58959,6.50395
0,0,0,0,0,1.36,2624,1.36,1.35553,2.32822,-9.52583,0.02703,0.03039,0.09652,55.26162,-23.98421,7.27857
0,0,0,0,0,1.6,2824,1.6,1.60379,1.92443,-9.50788,0.04169,-0.01878,0.10675,54.48699,-24.30576,8.0532
36.078836,-79.008021,8,0.05,152.7,1.26,3024,1.26,1.26341,2.15414,-9.55394,0.0139,0.21762,0.09132,51.88541,-25.25577,9.03245
0,0,0,0,0,1.02,3224,1.02,1.02293,2.15892,-9.58385,-0.01069,0.10171,0.05956,50.11693,-25.5627,9.80707
0,0,0,0,0,0.8,3424,0.8,0.79741,2.16192,-9.63051,-0.02092,0.03238,0.09835,49.28384,-25.89886,10.36247
0,0,0,0,0,0.63,3624,0.63,0.6341,2.21456,-9.60479,-0.00443,0.08063,0.07727,47.76381,-25.66501,10.52324
0,0,0,0,0,0.58,3824,0.58,0.57727,2.14277,-9.43729,0.00168,0.22022,0.07926,46.59456,-26.08886,10.46478
36.078828,-79.008029,9,0.06,157.8,0.08,4024,0.08,0.08375,2.28873,-9.67538,-0.01802,0.03604,0.03268,45.32301,-25.98655,11.38556
0,0,0,0,0,0.2,4224,0.2,0.2016,2.18525,-9.63769,-0.00199,0.00321,0.01497,44.63607,-25.92809,11.69249
0,0,0,0,0,0.27,4424,0.27,0.2656,2.23729,-9.63231,-0.00367,0.00046,0.01497,44.72376,-26.29348,10.88863
0,0,0,0,0,0.24,4624,0.24,0.23689,2.19003,-9.72264,-0.01833,0.03848,0.01588,44.79684,-26.29348,10.90324
0,0,0,0,0,0.24,4824,0.24,0.23868,2.15593,-9.73101,-0.01237,0.0142,0.01161,45.36685,-26.57118,10.87401
36.078899,-79.008059,9,0.05,156.7,0.2,5024,0.2,0.19741,2.20199,-9.68914,-0.00901,0.01878,0.01497,45.57147,-26.87811,11.45864
0,0,0,0,0,0.21,5224,0.21,0.20997,2.16909,-9.61376,-0.00916,0.00611,0.01176,45.51301,-26.27887,11.66326
0,0,0,0,0,0.18,5424,0.18,0.17767,2.19601,-9.68555,-0.01558,0.02214,0.01054,45.48378,-26.11809,11.2394
0,0,0,0,0,0.22,5624,0.22,0.22373,2.20678,-9.64248,-0.00382,0.00504,0.01283,44.88454,-26.3081,10.93248
0,0,0,0,0,0.25,5824,0.25,0.24526,2.19183,-9.63769,-0.00886,0.01374,0.00962,44.91377,-26.52733,10.72786
36.078915,-79.008044,9,0.16,153,0.24,6024,0.24,0.23868,2.18824,-9.64846,-0.00886,0.00153,0.01069,44.95761,-26.57118,10.36247
0,0,0,0,0,0.26,6224,0.26,0.25543,2.20798,-9.68076,-0.00397,0.0026,0.01038,45.32301,-26.4981,10.74247
0,0,0,0,0,0.25,6424,0.25,0.25005,2.19781,-9.49771,-0.01023,0.0055,0.00932,45.16224,-26.81964,10.17246
0,0,0,0,0,0.19,6624,0.19,0.19442,2.21276,-9.603,-0.00489,0.00229,0.01222,45.46916,-26.57118,11.42941
0,0,0,0,0,0.26,6824,0.26,0.26261,2.18345,-9.64487,-0.00901,0.00229,0.01405,44.88454,-26.64426,11.91172
