Lat,Lon,Sats,Speed,GPS_Alt,Dist,Time,Alt,AX,AY,AZ,GX,GY,GZ,MX,MY,MZ,speed_ms,time_s,dt_s,east_raw,north_raw,east_ekf,north_ekf,vx_ekf,vz_ekf,east_rts,north_rts,east_smooth,north_smooth,Lat_smooth,Lon_smooth
36.07899,-79.008064,4,0.24,131.1,-4.47,141529,-4.47,-4.47099,1.90289,8.64228,-0.01359,0.0084,0.01313,6.25548,-1.33002,-40.22216,0.10728654447921322,0.0,0.7999999999997272,-9.076707908894276,0.11119492637690076,-9.076707908894276,0.11119492637690076,0.0,0.0,-8.320473228066874,-1.3595248904113924,-8.350322856979398,-1.3142545882457484,36.078977180624534,-79.00805591723574
36.079017,-79.008075,4,0.06,134.3,-4.45,142529,-4.45,-4.44646,1.9005,8.65484,-0.00504,0.00519,0.01145,6.43087,-0.92078,-39.76907,0.026821636119803306,1.0,1.0,-10.065260255962198,3.1134579463337753,-9.900570152327392,2.613289179993605,-0.4117252590870143,1.2504219158504266,-7.9791484606021505,-1.5753263087419658,-7.992686614664537,-1.5096502160936411,36.07897542338943,-79.0080519376805
36.078981,-79.008051,4,0.29,130.3,-4.47,143529,-4.47,-4.46919,1.90768,8.57707,-0.00825,0.00489,0.00993,6.29933,-1.69541,-39.1406,0.12963790791238264,2.0,1.0,-7.908418771970064,-0.8895594131371753,-8.755910828542058,1.070866688637572,0.31307305307113487,0.21486940442965174,-7.636765075129464,-1.7902857965274812,-7.638354803704845,-1.7382717244384247,36.07897336734681,-79.00804799489494
36.078977,-79.008042,4,0.03,130.4,-4.46,144529,-4.46,-4.46082,1.89751,8.64946,-0.00825,0.00748,0.01283,6.21163,-1.79772,-39.18445,0.013410818059901653,3.0,1.0,-7.099603215901761,-1.3343391193521015,-8.360843327411933,0.32615830486060615,0.006664594754451358,0.0516223962937995,-7.357574358587387,-1.8630064045439534,-7.287728584469167,-1.9944853192048217,36.0789710631626,-79.00804409334292
36.078983,-79.008036,4,0.18,131.9,-4.44,145529,-4.44,-4.44048,1.90289,8.64826,-0.01115,0.00764,0.01206,6.21163,-1.25694,-39.02368,0.08046490835940992,4.0,1.0,-6.560392845189559,-0.6671695596760507,-7.8261301426077825,0.1113586184939026,0.06653044739105168,0.05671214448532576,-7.0409727498288035,-2.1496524384534226,-6.941209117326342,-2.272657206317555,36.07896856150271,-79.00804023748829
36.078978,-79.008041,4,0.36,130.8,-4.46,146529,-4.46,-4.46261,1.89751,8.65125,-0.00932,0.0087,0.01313,6.75241,-1.03771,-40.19292,0.16092981671881984,5.0,1.0,-7.009734821545277,-1.2231441929752007,-7.495624338489139,-0.1516068164511234,0.1599279267111011,0.04518052478259882,-6.599236093869893,-2.3831390111653397,-6.599197562645214,-2.567153591701347,36.078965913033095,-79.00803643179493
36.078958,-79.008043,6,0.15,127.1,-4.44,147529,-4.44,-4.43629,1.89512,8.6357,-0.011,0.00489,0.01558,6.54779,-1.79772,-38.65829,0.06705409029950826,6.0,1.0,-7.1894716114015695,-3.4470427254644775,-7.25336560571896,-0.8048477980162236,0.12117042126900737,-0.05972215043846302,-6.138558238530514,-2.8256165668097086,-6.2620950807946265,-2.87234068128092,36.078963168419655,-79.0080326807267
36.078953,-79.00805,6,0.14,125.1,-4.44,148529,-4.44,-4.43869,1.90349,8.65125,-0.00748,0.00626,0.01191,7.08857,-1.7831,-38.70213,0.06258381761287439,7.0,1.0,-7.818550376470255,-4.003017359470951,-7.217459286553426,-1.4808127096473118,0.0532849299904396,-0.1123787156502606,-5.847544000122461,-3.3513432556783846,-5.93030283214342,-3.1825846809809972,36.07896037832834,-79.00802898874747
36.078948,-79.008054,6,0.12,123.8,-4.44,149529,-4.44,-4.43809,1.89751,8.68834,-0.01329,0.00687,0.01038,6.6501,-1.63695,-39.35984,0.05364327223960661,8.0,1.0,-8.178023957326165,-4.558991992770101,-7.32770370721468,-2.1707256665781367,-0.026770866929584594,-0.11679896673483783,-5.677853357654209,-3.7051552717917886,-5.604221977060437,-3.4922517967262996,36.07895759342506,-79.0080253603211
36.078955,-79.008027,6,0.15,127.3,-4.44,150529,-4.44,-4.44168,1.91785,8.67638,-0.00397,0.00733,0.01405,6.63549,-1.47618,-39.30138,0.06705409029950826,9.0,1.0,-5.7515772879779306,-3.780627505302503,-7.0355520224553665,-2.539662589616747,0.026114509338372054,-0.0877717426143226,-5.358183671189957,-3.8836911967198504,-5.28425367591452,-3.795708234441552,36.07895486437575,-79.00802179991145
36.078955,-79.008019,6,0.06,128.0,-4.45,151529,-4.45,-4.45304,1.89691,8.62613,-0.011,-0.00275,0.01222,6.88395,-1.38848,-40.03215,0.026821636119803306,10.0,1.0,-5.032630127409436,-3.780627505302503,-6.611098870171955,-2.7954284071956077,0.08316231480723826,-0.03275157802156626,-4.901727606251833,-4.106198420571435,-4.970799089074449,-4.0873202000514235,36.07895224184634,-79.00801831198238
36.078954,-79.008009,6,0.09,128.7,-4.4,152529,-4.4,-4.40459,1.89512,8.67638,-0.00825,0.0087,0.01069,6.70856,-1.16925,-39.18445,0.04023245417970496,11.0,1.0,-4.133946175841324,-3.8918224316794037,-6.072408252484161,-2.9682061969924094,0.07859148629313498,-0.0007122562902178511,-4.5307974828210895,-4.257573745102621,-4.650910251194709,-4.34239270746438,36.078949947924166,-79.00801475245696
36.078943,-79.008006,6,0.17,127.8,-4.48,153529,-4.48,-4.48236,1.91366,8.62014,-0.01344,0.02337,0.00809,7.07396,-1.97311,-40.57293,0.07599463567277605,12.0,1.0,-3.864340990485223,-5.1149666253619275,-5.631754371984727,-3.3030452471086056,0.08240470293488576,-0.04295418432807259,-4.342255762981591,-4.529546454656064,-4.3350657350279995,-4.570428641033293,36.07894789714775,-79.00801123793424
36.078936,-79.008004,6,0.31,127.1,-4.49,154529,-4.49,-4.49372,1.90768,8.68834,-0.02046,0.0087,0.01481,6.75241,-1.94388,-39.47676,0.1385784532856504,13.0,1.0,-3.684604200628931,-5.893331112122202,-5.2971266062826015,-3.8735875234052,0.07495779398352065,-0.17398256601441237,-4.147025366033819,-4.872457981312603,-4.025511073890188,-4.769128544885591,36.07894611019658,-79.00800779340115
36.078933,-79.007998,6,0.12,127.2,-4.44,155529,-4.44,-4.4357,1.90349,8.69253,-0.00962,0.00702,0.01084,6.98626,-1.49079,-38.93598,0.05364327223960661,14.0,1.0,-3.145393829916729,-6.226915891960227,-4.922892402705787,-4.3260317691255015,0.05357466128634507,-0.08321505859287702,-3.9258553581105966,-5.1013196364243765,-3.7347358749398176,-4.920954138135384,36.07894474479622,-79.00800455783431
