Lat,Lon,Sats,Speed,GPS_Alt,Dist,Time,Alt,AX,AY,AZ,GX,GY,GZ,MX,MY,MZ,speed_ms,time_s,dt_s,east_raw,north_raw,east_ekf,north_ekf,vx_ekf,vz_ekf,east_rts,north_rts,east_smooth,north_smooth,Lat_smooth,Lon_smooth
36.079008,-79.007988,10,0.89,137.9,-1.01,1092603,-1.01,-1.00738,9.55454,-2.25165,0.42348,-0.7222,1.17744,49.66384,-27.21426,-61.12248,0.3978542691104157,1007.0000000000001,0.7999999999999545,-2.246709878348617,2.112703606819699,-2.8535354396281587,2.3387999810411966,-0.35056140387104967,-0.03560768623860083,-1.8777128595565902,2.0540442753698116,-1.9754425117503898,1.980396860522009,36.079006810136846,-79.00798498150428
36.079008,-79.007988,10,0.89,138.6,1.8,1092803,1.8,1.80419,9.68974,-2.48196,-0.6495,-0.00733,-1.5684,59.13476,-23.39959,-59.99707,0.3978542691104157,1007.2000000000002,0.20000000000004547,-2.246709878348617,2.112703606819699,-2.8222306772943195,2.3062376672771006,-0.3815081669381001,-0.044155860061736656,-1.9081729045912779,1.9981571565876015,-1.9799258483001956,1.8436863389575688,36.079005580669595,-79.00798503139208
36.079003,-79.007986,10,0.1,138.6,5.08,1093603,5.08,5.07817,7.49731,-3.88355,0.29077,-0.46762,-0.58842,69.11722,-15.08331,-56.8401,0.044702726866338846,1008.0000000000001,0.7999999999999545,-2.0669730884923245,1.5567289735205492,-2.8801208119500674,2.1302102408310795,-0.12328049122661433,-0.0859508462375776,-2.0719354578604836,1.7334179131245553,-1.9851557006687561,1.7047079206059013,36.07900433080665,-79.00798508958664
36.079003,-79.007986,10,0.1,138.7,6.18,1093803,6.18,6.17827,6.08196,-2.41316,0.60919,-0.58735,-0.83566,71.66033,-9.29553,-66.19409,0.044702726866338846,1008.2000000000002,0.20000000000004547,-2.0669730884923245,1.5567289735205492,-2.7870113461178008,2.073073483999469,-0.06545103055539979,-0.028719303183555034,-2.067327065007877,1.6639790135169492,-1.986084820357135,1.5575456836720436,36.07900300734485,-79.0079850999253
36.079,-79.007981,10,0.87,138.7,7.17,1094603,7.17,7.17428,5.09133,-2.16969,-0.01787,0.02382,0.02153,75.16808,-0.77463,-65.62408,0.38891372373714794,1009.0000000000001,0.7999999999999545,-1.617631112136606,1.2231441936825238,-2.7010649885190365,1.861701709803909,-0.25337284090182904,-0.1736569935622557,-2.009093168437112,1.3953283736461457,-1.9863993398479922,1.4171029253539362,36.079001744312784,-79.00798510342509
36.079,-79.007981,10,0.87,138.7,7.45,1094803,7.45,7.44587,5.72722,-1.98903,-0.2106,-0.0336,0.02596,75.69424,0.4677,-63.51944,0.38891372373714794,1009.2000000000002,0.20000000000004547,-1.617631112136606,1.2231441936825238,-2.5824197858560987,1.653751143765249,-0.25199803751674615,-0.2877634354285472,-2.0188635160522863,1.3085822882253686,-1.9816679361146246,1.2795179895463755,36.07900050698173,-79.00798505077695
36.078998,-79.007981,10,0.1,138.7,7.52,1095603,7.52,7.51885,5.58784,-0.97149,0.08415,-0.09255,0.05009,75.05116,2.74773,-69.46799,0.044702726866338846,1010.0000000000001,0.7999999999999545,-1.617631112136606,1.0007543402213992,-2.6464671194293214,1.4587796288103647,-0.11484925920261718,-0.07343615916945878,-2.0587819423708464,0.9856619405708215,-1.9751147769322488,1.154897060511549,36.07899938623879,-79.00798497785745
36.078998,-79.007981,10,0.1,139.0,7.17,1095803,7.17,7.17069,5.19661,-1.34357,-0.19639,0.39599,-0.06949,75.44578,3.55159,-70.41801,0.044702726866338846,1010.2000000000002,0.20000000000004547,-1.617631112136606,1.0007543402213992,-2.483472630752127,1.274890666331061,0.004228128018851182,-0.12271497258980521,-2.033496286458604,0.9360592606727474,-1.9597883012883337,1.0350713956714197,36.0789983086207,-79.00798480731389
36.078997,-79.007981,10,0.03,139.0,8.2,1096603,8.2,8.19781,4.8347,-3.34397,-0.61575,0.94852,0.59972,74.46653,0.77463,-64.84946,0.013410818059901653,1011.0000000000001,0.7999999999999545,-1.617631112136606,0.8895594138444984,-2.407381233168328,1.173520029322666,-0.010615997648276712,-0.036009939466221705,-1.943282793694252,0.7892686157054238,-1.9391828786601426,0.9306652919636669,36.07899736967405,-79.00798457802946
36.078997,-79.007981,10,0.03,139.5,5.87,1096803,5.87,5.86959,6.02154,-2.46939,-0.26389,0.52382,1.3355,73.06343,-4.34084,-57.04473,0.013410818059901653,1011.2000000000002,0.20000000000004547,-1.617631112136606,0.8895594138444984,-2.2984225391009856,1.0935541100023376,0.023559963363925622,-0.027000168646084857,-1.9124857357518739,0.7730774868941955,-1.9081513190916173,0.8314806029088389,36.07899647768471,-79.00798423272944
36.078996,-79.007982,10,0.07,139.5,5.61,1097603,5.61,5.60758,6.12981,-3.80638,0.22052,0.0058,0.12004,70.85648,-11.19556,-52.29465,0.031291908806437195,1012.0000000000001,0.7999999999999545,-1.7074995064930896,0.7783644860529515,-2.193605942456926,1.0134254317608848,0.033358509374495936,-0.02077689035288246,-1.8087304291633945,0.7261459536506248,-1.8695204128948824,0.7513453174450274,36.07899575701077,-79.00798380286858
36.078996,-79.007982,9,0.07,139.0,4.75,1097803,4.75,4.74796,6.66102,-2.88874,0.1127,0.00214,-0.15653,70.24262,-12.54019,-54.56007,0.031291908806437195,1012.2000000000002,0.20000000000004547,-1.7074995064930896,0.7783644860529515,-2.1236957883306546,0.9695629204922923,0.03273701627680923,-0.013812937728728835,-1.7883085623127957,0.7177357707014362,-1.8249738443969563,0.6866931562900698,36.07899517557992,-79.00798330718187
36.078995,-79.007981,9,0.07,139.0,4.9,1098603,4.9,4.90289,8.45324,-5.19901,-0.08354,0.19884,0.11652,61.5171,-17.11488,-51.2131,0.031291908806437195,1013.0000000000001,0.7999999999999545,-1.617631112136606,0.6671695596760507,-2.033857268644942,0.91860434560893,0.03299439695864719,-0.00932602746747813,-1.7419069206775561,0.6852457865615302,-1.779037824705009,0.6449554379372777,36.078994800223604,-79.00798279603421
36.078995,-79.007981,9,0.07,138.5,3.84,1098803,3.84,3.83809,7.34118,-2.82233,-0.07086,0.18265,0.13057,62.13096,-15.9164,-53.33236,0.031291908806437195,1013.2000000000002,0.20000000000004547,-1.617631112136606,0.6671695596760507,-1.9781860888986698,0.8857268917258344,0.03187953415803065,-0.007327449363659916,-1.7295213864357957,0.6715554466562922,-1.7431572633249197,0.6056842581928361,36.078994447049396,-79.00798239677749
36.078994,-79.007981,9,0.13,138.5,4.7,1099603,4.7,4.7019,8.32882,-4.21197,-0.08628,0.01344,0.16997,60.07016,-15.97486,-54.75007,0.0581135449262405,1014.0000000000001,0.7999999999999545,-1.617631112136606,0.55597463329915,-1.915467833564349,0.8296835361853485,0.04780506303973263,-0.02357037735745881,-1.6938838516011494,0.6115861272178607,-1.710525998340482,0.5827697589351335,36.07899424097435,-79.00798203367692
36.078994,-79.007981,9,0.13,137.8,4.41,1099803,4.41,4.40698,8.22114,-3.54198,-0.06231,0.06124,0.41142,58.7109,-16.25256,-55.77316,0.0581135449262405,1014.2000000000002,0.20000000000004547,-1.617631112136606,0.55597463329915,-1.881153043031591,0.78258614070962,0.0463179391659609,-0.03695919339542076,-1.6796577507449917,0.5931775340515808,-1.6766410299539443,0.5577802854110202,36.07899401623862,-79.00798165662592
36.078993,-79.007979,9,0.08,137.8,3.83,1100603,3.83,3.82672,8.34736,-3.9356,0.17898,-0.0985,0.57742,55.437,-19.02952,-55.74393,0.035762181493071074,1015.0000000000001,0.7999999999999545,-1.437894322280314,0.44477970621492613,-1.8074163126519984,0.7192495571339913,0.03302936108035782,-0.027855425806901663,-1.6391862332014755,0.5325541013058368,-1.649767448831665,0.5411555149881864,36.07899386672847,-79.00798135759331
36.078993,-79.007979,9,0.08,137.2,3.1,1100803,3.1,3.0993,8.02254,-1.8347,-0.19868,0.10797,-0.10079,53.20082,-20.27185,-54.99854,0.035762181493071074,1015.2000000000002,0.20000000000004547,-1.437894322280314,0.44477970621492613,-1.7710223773150435,0.6790573008993919,0.026172218673323935,-0.0283998481058336,-1.6293695479516666,0.5188241036572472,-1.6286867192193306,0.5114474973509154,36.07899359955785,-79.00798112301996
36.078992,-79.007978,9,0.03,137.2,4.21,1101603,4.21,4.20897,7.40459,-1.92682,-0.05391,-0.06857,-0.04536,53.09851,-19.27799,-56.70856,0.013410818059901653,1016.0000000000001,0.7999999999999545,-1.3480259256371796,0.33358477983802537,-1.715746576269198,0.6254203957775225,0.016277189870156993,-0.013741844695685256,-1.6056975131102498,0.47770961263463785,-1.6116286188704616,0.48290433346525685,36.07899334286301,-79.00798093320796
36.078992,-79.007978,9,0.03,136.6,4.53,1101803,4.53,4.52543,8.28216,-2.89532,0.04444,0.0788,0.07804,53.4639,-19.64338,-56.16779,0.013410818059901653,1016.2000000000002,0.20000000000004547,-1.3480259256371796,0.33358477983802537,-1.6844649192172272,0.5902391553546911,0.01082249869935948,-0.011850391997651493,-1.600141967276857,0.4678920622537533,-1.5933449133137736,0.4483438005108606,36.078993032052665,-79.00798072975817
36.078992,-79.007976,9,0.21,136.6,5.47,1102603,5.47,5.47358,6.8686,-1.53141,-0.13714,0.07376,-0.04917,53.34697,-18.64952,-57.67319,0.09387572641931156,1017.0000000000001,0.7999999999999545,-1.1682891357808876,0.33358477983802537,-1.6178074689030424,0.5548736917847654,0.052886925712131286,-0.05191365152254209,-1.585342084889439,0.42848113786910436,-1.5797212655336819,0.41230039115977996,36.0789927079065,-79.00798057816264
36.078992,-79.007976,10,0.21,136.1,4.06,1102803,4.06,4.05763,8.53998,-2.29113,0.10293,-0.0139,0.10812,54.13622,-19.24876,-57.92166,0.09387572641931156,1017.2000000000002,0.20000000000004547,-1.1682891357808876,0.33358477983802537,-1.5537020732070235,0.5428699357094545,0.07521131564845229,-0.05062839580427217,-1.5757141788443085,0.4115693944602557,-1.5599848002698913,0.3802648698438933,36.07899241980414,-79.00798035854744
36.078992,-79.007974,10,0.06,136.1,5.66,1103603,5.66,5.65783,8.39761,-1.37348,0.63591,-0.12843,-0.41249,53.96083,-16.2964,-64.10406,0.026821636119803306,1018.0000000000001,0.7999999999999545,-0.9885523459245953,0.33358477983802537,-1.44663373350579,0.5086523265685718,0.041150256440961666,-0.01994508375824476,-1.5421361069135313,0.34788061795032105,-1.5402869222819497,0.3534344578458033,36.07899217851244,-79.00798013936162
36.078992,-79.007974,9,0.06,135.9,5.49,1103803,5.49,5.48614,7.49731,0.1681,0.28955,-0.11576,-0.24877,55.27623,-12.49635,-68.47413,0.026821636119803306,1018.2000000000002,0.20000000000004547,-0.9885523459245953,0.33358477983802537,-1.3878175312426952,0.508781660227304,0.0340787852142497,-0.005090676572027834,-1.53846732882444,0.3359710747600898,-1.5186635659469472,0.33418201330038966,36.07899200537105,-79.00797989875026
36.078994,-79.007973,9,0.3,135.9,4.53,1104603,4.53,4.5326,8.54657,0.94098,0.03864,-0.08506,0.57223,48.96229,-14.45484,-72.02572,0.13410818059901652,1019.0000000000001,0.7999999999999545,-0.8986839515681119,0.55597463329915,-1.229413893688919,0.6197549701157358,0.1247303097276726,0.055353524848650554,-1.514296772117395,0.30265390983395596,-1.500924988775399,0.32297706556617006,36.07899190460253,-79.00797970136634
36.078994,-79.007973,9,0.3,135.5,2.83,1104803,2.83,2.82772,8.51067,1.07019,0.06903,-0.06872,0.14813,45.10377,-15.66793,-74.14499,0.13410818059901652,1019.2000000000002,0.20000000000004547,-0.8986839515681119,0.55597463329915,-1.1721951144401486,0.6351972801379674,0.12341913750667674,0.05547016044879371,-1.4987961018445617,0.2940376562413324,-1.4817709492030744,0.3180462514338183,36.078991860258654,-79.00797948823201
36.078994,-79.007972,9,0.03,135.5,3.66,1105603,3.66,3.65563,8.41795,2.55494,0.16738,-0.08338,0.04551,45.10377,-14.42561,-76.92195,0.013410818059901653,1020.0000000000001,0.7999999999999545,-0.8088155549249777,0.55597463329915,-1.0693851971507495,0.6315438626736262,0.05131817559702172,-0.0030115011006859177,-1.4297697017137057,0.2864188723611684,-1.4674035580575902,0.3208135877098713,36.07899188514591,-79.00797932836055
36.078994,-79.007972,10,0.03,135.4,4.19,1105803,4.19,4.18505,9.06222,1.67677,0.00107,-0.04337,0.14707,41.97603,-13.75329,-79.23122,0.013410818059901653,1020.2000000000002,0.20000000000004547,-0.8088155549249777,0.55597463329915,-1.040636895546262,0.6417333822449814,0.022838059083277948,0.010900049118176193,-1.4292662444121822,0.2831188400675616,-1.4479072969619922,0.327933439572507,36.07899194917628,-79.00797911141821
36.078991,-79.007973,10,0.46,135.4,2.5,1106603,2.5,2.4999,8.88814,4.71865,1.15041,0.32788,0.09148,38.21982,-7.23473,-85.99825,0.2056325435851587,1021.0000000000001,0.7999999999999545,-0.8986839515681119,0.2223898534611246,-1.0013151958425128,0.6638656117723203,0.12964668297797863,0.10642431722119516,-1.4162043770677175,0.30685405079217976,-1.4279403892192781,0.33786029681813023,36.07899203845065,-79.00797888923879
36.078991,-79.007973,10,0.46,135.1,4.45,1106803,4.45,4.45125,5.99283,4.27298,-0.2109,0.42409,-0.2781,40.74832,-1.8708,-86.81672,0.2056325435851587,1021.2000000000002,0.20000000000004547,-0.8986839515681119,0.2223898534611246,-0.9705327421948419,0.6134918562535485,0.1580696090646228,0.11343296264780714,-1.4047840034567698,0.3231185544052868,-1.403679607259389,0.3528303724163883,36.07899217307977,-79.00797861927978
